,start_station,end_station,size,Unnamed: 0,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index
0,43,220,67,1352,40.4100889,-3.7025446,-3.6514264,40.4061548,418,2021-01-01T14:00:00Z,1352
1,43,220,67,2333,40.4100889,-3.7025446,-3.6514264,40.4061548,429,2021-01-01T19:00:00Z,2333
2,43,220,67,4005,40.4100889,-3.7025446,-3.6514264,40.4061548,399,2021-01-02T11:00:00Z,4005
3,43,220,67,6237,40.4100889,-3.7025446,-3.6514264,40.4061548,444,2021-01-04T19:00:00Z,6237
4,43,220,67,7213,40.4100889,-3.7025446,-3.6514264,40.4061548,589,2021-01-26T20:00:00Z,7213
5,43,220,67,7373,40.4100889,-3.7025446,-3.6514264,40.4061548,922,2021-01-28T12:00:00Z,7373
6,43,220,67,7406,40.4100889,-3.7025446,-3.6514264,40.4061548,609,2021-01-28T16:00:00Z,7406
7,43,220,67,8132,40.4100889,-3.7025446,-3.6514264,40.4061548,389,2021-01-06T14:00:00Z,8132
8,43,220,67,8920,40.4100889,-3.7025446,-3.6514264,40.4061548,521,2021-01-25T20:00:00Z,8920
9,43,220,67,9484,40.4100889,-3.7025446,-3.6514264,40.4061548,489,2021-01-30T15:00:00Z,9484
10,43,220,67,12756,40.4100889,-3.7025446,-3.6514264,40.4061548,3051,2021-01-27T15:00:00Z,12756
11,43,220,67,16185,40.4100889,-3.7025446,-3.6514264,40.4061548,559,2021-01-25T22:00:00Z,16185
12,43,220,67,16821,40.4100889,-3.7025446,-3.6514264,40.4061548,656,2021-01-31T13:00:00Z,16821
13,43,220,67,16885,40.4100889,-3.7025446,-3.6514264,40.4061548,434,2021-01-02T13:00:00Z,16885
14,43,220,67,17054,40.4100889,-3.7025446,-3.6514264,40.4061548,555,2021-01-04T11:00:00Z,17054
15,43,220,67,19862,40.4100889,-3.7025446,-3.6514264,40.4061548,606,2021-01-25T18:00:00Z,19862
16,43,220,67,21612,40.4100889,-3.7025446,-3.6514264,40.4061548,3266,2021-01-24T20:00:00Z,21612
17,43,220,67,22602,40.4100889,-3.7025446,-3.6514264,40.4061548,546,2021-01-04T23:00:00Z,22602
18,43,220,67,24234,40.4100889,-3.7025446,-3.6514264,40.4061548,460,2021-01-03T14:00:00Z,24234
19,43,220,67,24315,40.4100889,-3.7025446,-3.6514264,40.4061548,373,2021-01-04T14:00:00Z,24315
20,43,220,67,25440,40.4100889,-3.7025446,-3.6514264,40.4061548,511,2021-01-27T15:00:00Z,25440
21,43,220,67,27614,40.4100889,-3.7025446,-3.6514264,40.4061548,547,2021-01-30T08:00:00Z,27614
22,43,220,67,29019,40.4100889,-3.7025446,-3.6514264,40.4061548,674,2021-01-26T18:00:00Z,29019
23,43,220,67,29200,40.4100889,-3.7025446,-3.6514264,40.4061548,704,2021-01-28T13:00:00Z,29200
24,43,220,67,37763,40.4100889,-3.7025446,-3.6514264,40.4061548,612,2021-01-22T22:00:00Z,37763
25,43,220,67,38460,40.4100889,-3.7025446,-3.6514264,40.4061548,644,2021-01-29T18:00:00Z,38460
26,43,220,67,43428,40.4100889,-3.7025446,-3.6514264,40.4061548,1329,2021-01-24T21:00:00Z,43428
27,43,220,67,44439,40.4100889,-3.7025446,-3.6514264,40.4061548,399,2021-01-04T17:00:00Z,44439
28,43,220,67,45322,40.4100889,-3.7025446,-3.6514264,40.4061548,738,2021-01-25T08:00:00Z,45322
29,43,220,67,46252,40.4100889,-3.7025446,-3.6514264,40.4061548,488,2021-01-04T16:00:00Z,46252
30,43,220,67,47862,40.4100889,-3.7025446,-3.6514264,40.4061548,839,2021-01-31T16:00:00Z,47862
31,43,220,67,49957,40.4100889,-3.7025446,-3.6514264,40.4061548,357,2021-01-04T17:00:00Z,49957
32,43,220,67,52109,40.4100889,-3.7025446,-3.6514264,40.4061548,714,2021-01-14T20:00:00Z,52109
33,43,220,67,55470,40.4100889,-3.7025446,-3.6514264,40.4061548,336,2021-01-05T19:00:00Z,55470
34,43,220,67,60091,40.4100889,-3.7025446,-3.6514264,40.4061548,567,2021-01-27T17:00:00Z,60091
35,43,220,67,60536,40.4100889,-3.7025446,-3.6514264,40.4061548,531,2021-01-31T16:00:00Z,60536
36,43,220,67,62271,40.4100889,-3.7025446,-3.6514264,40.4061548,505,2021-01-30T15:00:00Z,62271
37,43,220,67,62582,40.4100889,-3.7025446,-3.6514264,40.4061548,595,2021-01-04T11:00:00Z,62582
38,43,220,67,65894,40.4100889,-3.7025446,-3.6514264,40.4061548,630,2021-01-30T16:00:00Z,65894
39,43,220,67,70246,40.4100889,-3.7025446,-3.6514264,40.4061548,553,2021-01-15T16:00:00Z,70246
40,43,220,67,72893,40.4100889,-3.7025446,-3.6514264,40.4061548,553,2021-01-28T19:00:00Z,72893
41,43,220,67,75078,40.4100889,-3.7025446,-3.6514264,40.4061548,363,2021-01-02T19:00:00Z,75078
42,43,220,67,77129,40.4100889,-3.7025446,-3.6514264,40.4061548,502,2021-01-03T16:00:00Z,77129
43,43,220,67,77840,40.4100889,-3.7025446,-3.6514264,40.4061548,447,2021-01-21T20:00:00Z,77840
44,43,220,67,79350,40.4100889,-3.7025446,-3.6514264,40.4061548,794,2021-01-15T13:00:00Z,79350
45,43,220,67,79386,40.4100889,-3.7025446,-3.6514264,40.4061548,668,2021-01-16T14:00:00Z,79386
46,43,220,67,83202,40.4100889,-3.7025446,-3.6514264,40.4061548,472,2021-01-20T20:00:00Z,83202
47,43,220,67,85867,40.4100889,-3.7025446,-3.6514264,40.4061548,492,2021-01-29T19:00:00Z,85867
48,43,220,67,85882,40.4100889,-3.7025446,-3.6514264,40.4061548,603,2021-01-29T20:00:00Z,85882
49,43,220,67,90863,40.4100889,-3.7025446,-3.6514264,40.4061548,952,2021-01-25T13:00:00Z,90863
50,43,220,67,90982,40.4100889,-3.7025446,-3.6514264,40.4061548,571,2021-01-26T15:00:00Z,90982
51,43,220,67,91210,40.4100889,-3.7025446,-3.6514264,40.4061548,562,2021-01-28T14:00:00Z,91210
52,43,220,67,92509,40.4100889,-3.7025446,-3.6514264,40.4061548,736,2021-01-23T11:00:00Z,92509
53,43,220,67,98043,40.4100889,-3.7025446,-3.6514264,40.4061548,398,2021-01-25T09:00:00Z,98043
