,start_station,end_station,size,Unnamed: 0,index,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time
0,90,79,252,11377,11377,40.4250878,-3.6837297,-3.6805524,40.4050482,286,2020-09-26T22:00:00Z
1,90,79,252,11378,11378,40.4250791,-3.6835613,-3.6805524,40.4050482,286,2020-09-26T22:00:00Z
2,90,79,252,16401,16401,40.4250878,-3.6837297,-3.6805524,40.4050482,305,2020-09-09T00:00:00Z
3,90,79,252,16402,16402,40.4250791,-3.6835613,-3.6805524,40.4050482,305,2020-09-09T00:00:00Z
4,90,79,252,20945,20945,40.4250878,-3.6837297,-3.6805524,40.4050482,516,2020-09-16T15:00:00Z
5,90,79,252,20946,20946,40.4250791,-3.6835613,-3.6805524,40.4050482,516,2020-09-16T15:00:00Z
6,90,79,252,22002,22002,40.4250878,-3.6837297,-3.6805524,40.4050482,424,2020-09-26T11:00:00Z
7,90,79,252,22003,22003,40.4250791,-3.6835613,-3.6805524,40.4050482,424,2020-09-26T11:00:00Z
8,90,79,252,25504,25504,40.4250878,-3.6837297,-3.6805524,40.4050482,271,2020-09-23T19:00:00Z
9,90,79,252,25505,25505,40.4250791,-3.6835613,-3.6805524,40.4050482,271,2020-09-23T19:00:00Z
10,90,79,252,27397,27397,40.4250878,-3.6837297,-3.6805524,40.4050482,295,2020-09-09T13:00:00Z
11,90,79,252,27398,27398,40.4250791,-3.6835613,-3.6805524,40.4050482,295,2020-09-09T13:00:00Z
12,90,79,252,29519,29519,40.4250878,-3.6837297,-3.6805524,40.4050482,282,2020-09-27T11:00:00Z
13,90,79,252,29520,29520,40.4250791,-3.6835613,-3.6805524,40.4050482,282,2020-09-27T11:00:00Z
14,90,79,252,31259,31259,40.4250878,-3.6837297,-3.6805524,40.4050482,328,2020-09-11T12:00:00Z
15,90,79,252,31260,31260,40.4250791,-3.6835613,-3.6805524,40.4050482,328,2020-09-11T12:00:00Z
16,90,79,252,31342,31342,40.4250878,-3.6837297,-3.6805524,40.4050482,300,2020-09-11T20:00:00Z
17,90,79,252,31343,31343,40.4250791,-3.6835613,-3.6805524,40.4050482,300,2020-09-11T20:00:00Z
18,90,79,252,38664,38664,40.4250878,-3.6837297,-3.6805524,40.4050482,355,2020-09-12T10:00:00Z
19,90,79,252,38665,38665,40.4250791,-3.6835613,-3.6805524,40.4050482,355,2020-09-12T10:00:00Z
20,90,79,252,43142,43142,40.4250878,-3.6837297,-3.6805524,40.4050482,257,2020-09-20T14:00:00Z
21,90,79,252,43143,43143,40.4250791,-3.6835613,-3.6805524,40.4050482,257,2020-09-20T14:00:00Z
22,90,79,252,44403,44403,40.4250878,-3.6837297,-3.6805524,40.4050482,282,2020-09-01T16:00:00Z
23,90,79,252,44404,44404,40.4250791,-3.6835613,-3.6805524,40.4050482,282,2020-09-01T16:00:00Z
24,90,79,252,50067,50067,40.4250878,-3.6837297,-3.6805524,40.4050482,342,2020-09-16T13:00:00Z
25,90,79,252,50068,50068,40.4250791,-3.6835613,-3.6805524,40.4050482,342,2020-09-16T13:00:00Z
26,90,79,252,52110,52110,40.4250878,-3.6837297,-3.6805524,40.4050482,426,2020-09-04T12:00:00Z
27,90,79,252,52111,52111,40.4250791,-3.6835613,-3.6805524,40.4050482,426,2020-09-04T12:00:00Z
