,start_station,end_station,size,Unnamed: 0,index,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time
0,175,43,100,1586,1586,40.3962687,-3.6983033,-3.7025446,40.4100889,2808,2020-06-01T07:00:00Z
1,175,43,100,2850,2850,40.3962687,-3.6983033,-3.7025446,40.4100889,452,2020-06-01T10:00:00Z
2,175,43,100,4565,4565,40.3962687,-3.6983033,-3.7025446,40.4100889,333,2020-06-03T07:00:00Z
3,175,43,100,6116,6116,40.3962687,-3.6983033,-3.7025446,40.4100889,447,2020-06-10T15:00:00Z
4,175,43,100,7146,7146,40.3962687,-3.6983033,-3.7025446,40.4100889,1278,2020-06-14T19:00:00Z
5,175,43,100,8830,8830,40.3962687,-3.6983033,-3.7025446,40.4100889,1453,2020-06-08T17:00:00Z
6,175,43,100,9333,9333,40.3962687,-3.6983033,-3.7025446,40.4100889,310,2020-06-10T21:00:00Z
7,175,43,100,10545,10545,40.3962687,-3.6983033,-3.7025446,40.4100889,320,2020-06-01T18:00:00Z
8,175,43,100,13306,13306,40.3962687,-3.6983033,-3.7025446,40.4100889,424,2020-06-14T12:00:00Z
9,175,43,100,13400,13400,40.3962687,-3.6983033,-3.7025446,40.4100889,1205,2020-06-14T19:00:00Z
10,175,43,100,14116,14116,40.3962687,-3.6983033,-3.7025446,40.4100889,888,2020-06-03T18:00:00Z
11,175,43,100,14352,14352,40.3962687,-3.6983033,-3.7025446,40.4100889,284,2020-06-04T20:00:00Z
12,175,43,100,14676,14676,40.3962687,-3.6983033,-3.7025446,40.4100889,380,2020-06-06T11:00:00Z
13,175,43,100,15592,15592,40.3962687,-3.6983033,-3.7025446,40.4100889,533,2020-06-10T18:00:00Z
14,175,43,100,16129,16129,40.3962687,-3.6983033,-3.7025446,40.4100889,446,2020-06-13T07:00:00Z
15,175,43,100,19657,19657,40.3962687,-3.6983033,-3.7025446,40.4100889,423,2020-06-14T23:00:00Z
16,175,43,100,20788,20788,40.3962687,-3.6983033,-3.7025446,40.4100889,286,2020-06-05T20:00:00Z
17,175,43,100,21931,21931,40.3962687,-3.6983033,-3.7025446,40.4100889,541,2020-06-11T08:00:00Z
18,175,43,100,24098,24098,40.3962687,-3.6983033,-3.7025446,40.4100889,692,2020-06-06T16:00:00Z
19,175,43,100,26308,26308,40.3962687,-3.6983033,-3.7025446,40.4100889,427,2020-06-01T19:00:00Z
20,175,43,100,37315,37315,40.3962687,-3.6983033,-3.7025446,40.4100889,318,2020-06-09T20:00:00Z
21,175,43,100,37788,37788,40.3962687,-3.6983033,-3.7025446,40.4100889,725,2020-06-11T19:00:00Z
22,175,43,100,39366,39366,40.3962687,-3.6983033,-3.7025446,40.4100889,359,2020-06-04T21:00:00Z
23,175,43,100,40721,40721,40.3962687,-3.6983033,-3.7025446,40.4100889,349,2020-06-11T10:00:00Z
24,175,43,100,41379,41379,40.3962687,-3.6983033,-3.7025446,40.4100889,308,2020-06-14T04:00:00Z
25,175,43,100,42579,42579,40.3962687,-3.6983033,-3.7025446,40.4100889,424,2020-06-05T10:00:00Z
26,175,43,100,46135,46135,40.3962687,-3.6983033,-3.7025446,40.4100889,1289,2020-06-06T20:00:00Z
27,175,43,100,46219,46219,40.3962687,-3.6983033,-3.7025446,40.4100889,941,2020-06-07T11:00:00Z
28,175,43,100,48780,48780,40.3962687,-3.6983033,-3.7025446,40.4100889,289,2020-06-04T21:00:00Z
29,175,43,100,52890,52890,40.3962687,-3.6983033,-3.7025446,40.4100889,309,2020-06-09T12:00:00Z
30,175,43,100,53780,53780,40.3962687,-3.6983033,-3.7025446,40.4100889,695,2020-06-13T10:00:00Z
31,175,43,100,54871,54871,40.3962687,-3.6983033,-3.7025446,40.4100889,922,2020-06-03T18:00:00Z
32,175,43,100,55782,55782,40.3962687,-3.6983033,-3.7025446,40.4100889,437,2020-06-08T11:00:00Z
33,175,43,100,62236,62236,40.3962687,-3.6983033,-3.7025446,40.4100889,321,2020-06-09T14:00:00Z
34,175,43,100,62722,62722,40.3962687,-3.6983033,-3.7025446,40.4100889,1389,2020-06-11T16:00:00Z
35,175,43,100,65932,65932,40.3962687,-3.6983033,-3.7025446,40.4100889,319,2020-06-12T11:00:00Z
36,175,43,100,68324,68324,40.3962687,-3.6983033,-3.7025446,40.4100889,375,2020-06-09T09:00:00Z
37,175,43,100,70972,70972,40.3962687,-3.6983033,-3.7025446,40.4100889,687,2020-06-06T16:00:00Z
38,175,43,100,72459,72459,40.3962687,-3.6983033,-3.7025446,40.4100889,451,2020-06-13T11:00:00Z
39,175,43,100,73052,73052,40.3962687,-3.6983033,-3.7025446,40.4100889,654,2020-06-01T15:00:00Z
40,175,43,100,75013,75013,40.3962687,-3.6983033,-3.7025446,40.4100889,252,2020-06-10T18:00:00Z
41,175,43,100,79107,79107,40.3962687,-3.6983033,-3.7025446,40.4100889,283,2020-06-15T09:00:00Z
42,175,43,100,80467,80467,40.3962687,-3.6983033,-3.7025446,40.4100889,1728,2020-06-07T08:00:00Z
43,175,43,100,80885,80885,40.3962687,-3.6983033,-3.7025446,40.4100889,400,2020-06-09T11:00:00Z
44,175,43,100,82015,82015,40.3962687,-3.6983033,-3.7025446,40.4100889,345,2020-06-14T16:00:00Z
45,175,43,100,84249,84249,40.3962687,-3.6983033,-3.7025446,40.4100889,761,2020-06-10T14:00:00Z
46,175,43,100,84758,84758,40.3962687,-3.6983033,-3.7025446,40.4100889,329,2020-06-12T16:00:00Z
47,175,43,100,85049,85049,40.3962687,-3.6983033,-3.7025446,40.4100889,287,2020-06-13T22:00:00Z
48,175,43,100,85639,85639,40.3962687,-3.6983033,-3.7025446,40.4100889,440,2020-06-02T07:00:00Z
49,175,43,100,86546,86546,40.3962687,-3.6983033,-3.7025446,40.4100889,618,2020-06-06T16:00:00Z
50,175,43,100,89617,89617,40.3962687,-3.6983033,-3.7025446,40.4100889,5569,2020-06-06T15:00:00Z
51,175,43,100,90766,90766,40.3962687,-3.6983033,-3.7025446,40.4100889,955,2020-06-11T19:00:00Z
52,175,43,100,90886,90886,40.3962687,-3.6983033,-3.7025446,40.4100889,309,2020-06-12T11:00:00Z
53,175,43,100,94898,94898,40.3962687,-3.6983033,-3.7025446,40.4100889,300,2020-06-02T13:00:00Z
54,175,43,100,96288,96288,40.3962687,-3.6983033,-3.7025446,40.4100889,362,2020-06-09T11:00:00Z
