,start_station,end_station,size,Unnamed: 0,index,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time
0,90,86,196,7859,7859,40.4250878,-3.6837297,-3.6933298,40.4185779,472,2020-10-30T10:00:00Z
1,90,86,196,7860,7860,40.4250791,-3.6835613,-3.6933298,40.4185779,472,2020-10-30T10:00:00Z
2,90,86,196,8924,8924,40.4250878,-3.6837297,-3.6933298,40.4185779,960,2020-10-09T07:00:00Z
3,90,86,196,8925,8925,40.4250791,-3.6835613,-3.6933298,40.4185779,960,2020-10-09T07:00:00Z
4,90,86,196,10495,10495,40.4250878,-3.6837297,-3.6933298,40.4185779,505,2020-10-24T11:00:00Z
5,90,86,196,10496,10496,40.4250791,-3.6835613,-3.6933298,40.4185779,505,2020-10-24T11:00:00Z
6,90,86,196,19788,19788,40.4250878,-3.6837297,-3.6933298,40.4185779,1490,2020-10-17T16:00:00Z
7,90,86,196,19789,19789,40.4250791,-3.6835613,-3.6933298,40.4185779,1490,2020-10-17T16:00:00Z
8,90,86,196,19840,19840,40.4250878,-3.6837297,-3.6933298,40.4185779,1613,2020-10-18T09:00:00Z
9,90,86,196,19841,19841,40.4250791,-3.6835613,-3.6933298,40.4185779,1613,2020-10-18T09:00:00Z
10,90,86,196,22840,22840,40.4250878,-3.6837297,-3.6933298,40.4185779,707,2020-10-15T12:00:00Z
11,90,86,196,22841,22841,40.4250791,-3.6835613,-3.6933298,40.4185779,707,2020-10-15T12:00:00Z
12,90,86,196,25533,25533,40.4250878,-3.6837297,-3.6933298,40.4185779,500,2020-10-09T12:00:00Z
13,90,86,196,25534,25534,40.4250791,-3.6835613,-3.6933298,40.4185779,500,2020-10-09T12:00:00Z
14,90,86,196,32087,32087,40.4250878,-3.6837297,-3.6933298,40.4185779,1091,2020-10-08T18:00:00Z
15,90,86,196,32088,32088,40.4250791,-3.6835613,-3.6933298,40.4185779,1091,2020-10-08T18:00:00Z
16,90,86,196,38561,38561,40.4250878,-3.6837297,-3.6933298,40.4185779,475,2020-10-07T14:00:00Z
17,90,86,196,38562,38562,40.4250791,-3.6835613,-3.6933298,40.4185779,475,2020-10-07T14:00:00Z
18,90,86,196,43374,43374,40.4250878,-3.6837297,-3.6933298,40.4185779,464,2020-10-21T14:00:00Z
