,start_station,end_station,size,Unnamed: 0,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index,mes
0,90,90,556,4470,40.4250878,-3.6837297,-3.6835613,40.4250791,1630,2021-06-01T11:00:00Z,4470,2021/2/01
1,90,90,556,4471,40.4250791,-3.6835613,-3.6835613,40.4250791,1630,2021-06-01T11:00:00Z,4471,2021/2/01
2,90,90,556,4472,40.4250878,-3.6837297,-3.6837297,40.4250878,1630,2021-06-01T11:00:00Z,4472,2021/2/01
3,90,90,556,4473,40.4250791,-3.6835613,-3.6837297,40.4250878,1630,2021-06-01T11:00:00Z,4473,2021/2/01
4,90,90,556,5556,40.4250878,-3.6837297,-3.6835613,40.4250791,3178,2021-06-10T10:00:00Z,5556,2021/2/01
5,90,90,556,5557,40.4250791,-3.6835613,-3.6835613,40.4250791,3178,2021-06-10T10:00:00Z,5557,2021/2/01
6,90,90,556,5558,40.4250878,-3.6837297,-3.6837297,40.4250878,3178,2021-06-10T10:00:00Z,5558,2021/2/01
7,90,90,556,5559,40.4250791,-3.6835613,-3.6837297,40.4250878,3178,2021-06-10T10:00:00Z,5559,2021/2/01
8,90,90,556,6147,40.4250878,-3.6837297,-3.6835613,40.4250791,14,2021-06-15T08:00:00Z,6147,2021/2/01
9,90,90,556,6148,40.4250791,-3.6835613,-3.6835613,40.4250791,14,2021-06-15T08:00:00Z,6148,2021/2/01
10,90,90,556,6149,40.4250878,-3.6837297,-3.6837297,40.4250878,14,2021-06-15T08:00:00Z,6149,2021/2/01
11,90,90,556,6150,40.4250791,-3.6835613,-3.6837297,40.4250878,14,2021-06-15T08:00:00Z,6150,2021/2/01
12,90,90,556,10283,40.4250878,-3.6837297,-3.6835613,40.4250791,1632,2021-06-23T14:00:00Z,10283,2021/2/01
13,90,90,556,10284,40.4250791,-3.6835613,-3.6835613,40.4250791,1632,2021-06-23T14:00:00Z,10284,2021/2/01
14,90,90,556,10285,40.4250878,-3.6837297,-3.6837297,40.4250878,1632,2021-06-23T14:00:00Z,10285,2021/2/01
15,90,90,556,10286,40.4250791,-3.6835613,-3.6837297,40.4250878,1632,2021-06-23T14:00:00Z,10286,2021/2/01
16,90,90,556,13343,40.4250878,-3.6837297,-3.6835613,40.4250791,2293,2021-06-21T17:00:00Z,13343,2021/2/01
17,90,90,556,13344,40.4250791,-3.6835613,-3.6835613,40.4250791,2293,2021-06-21T17:00:00Z,13344,2021/2/01
18,90,90,556,13345,40.4250878,-3.6837297,-3.6837297,40.4250878,2293,2021-06-21T17:00:00Z,13345,2021/2/01
19,90,90,556,13346,40.4250791,-3.6835613,-3.6837297,40.4250878,2293,2021-06-21T17:00:00Z,13346,2021/2/01
20,90,90,556,38197,40.4250878,-3.6837297,-3.6835613,40.4250791,14,2021-06-08T06:00:00Z,38197,2021/2/01
21,90,90,556,38198,40.4250791,-3.6835613,-3.6835613,40.4250791,14,2021-06-08T06:00:00Z,38198,2021/2/01
22,90,90,556,38199,40.4250878,-3.6837297,-3.6837297,40.4250878,14,2021-06-08T06:00:00Z,38199,2021/2/01
23,90,90,556,38200,40.4250791,-3.6835613,-3.6837297,40.4250878,14,2021-06-08T06:00:00Z,38200,2021/2/01
24,90,90,556,41738,40.4250878,-3.6837297,-3.6835613,40.4250791,1431,2021-06-10T10:00:00Z,41738,2021/2/01
25,90,90,556,41739,40.4250791,-3.6835613,-3.6835613,40.4250791,1431,2021-06-10T10:00:00Z,41739,2021/2/01
26,90,90,556,41740,40.4250878,-3.6837297,-3.6837297,40.4250878,1431,2021-06-10T10:00:00Z,41740,2021/2/01
27,90,90,556,41741,40.4250791,-3.6835613,-3.6837297,40.4250878,1431,2021-06-10T10:00:00Z,41741,2021/2/01
28,90,90,556,53463,40.4250878,-3.6837297,-3.6835613,40.4250791,1706,2021-06-28T17:00:00Z,53463,2021/2/01
29,90,90,556,53464,40.4250791,-3.6835613,-3.6835613,40.4250791,1706,2021-06-28T17:00:00Z,53464,2021/2/01
30,90,90,556,53465,40.4250878,-3.6837297,-3.6837297,40.4250878,1706,2021-06-28T17:00:00Z,53465,2021/2/01
31,90,90,556,53466,40.4250791,-3.6835613,-3.6837297,40.4250878,1706,2021-06-28T17:00:00Z,53466,2021/2/01
32,90,90,556,55717,40.4250878,-3.6837297,-3.6835613,40.4250791,1630,2021-06-18T09:00:00Z,55717,2021/2/01
33,90,90,556,55718,40.4250791,-3.6835613,-3.6835613,40.4250791,1630,2021-06-18T09:00:00Z,55718,2021/2/01
34,90,90,556,55719,40.4250878,-3.6837297,-3.6837297,40.4250878,1630,2021-06-18T09:00:00Z,55719,2021/2/01
35,90,90,556,55720,40.4250791,-3.6835613,-3.6837297,40.4250878,1630,2021-06-18T09:00:00Z,55720,2021/2/01
