,start_station,end_station,size,Unnamed: 0,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index,mes
0,132,132,374,1755,40.4463889,-3.7035911,-3.7035911,40.4463889,462,2021-03-01T08:00:00Z,1755,2021/5/01
1,132,132,374,2229,40.4463889,-3.7035911,-3.7035911,40.4463889,4305,2021-03-01T09:00:00Z,2229,2021/5/01
2,132,132,374,5272,40.4463889,-3.7035911,-3.7035911,40.4463889,4124,2021-03-14T10:00:00Z,5272,2021/5/01
3,132,132,374,5505,40.4463889,-3.7035911,-3.7035911,40.4463889,15,2021-03-16T18:00:00Z,5505,2021/5/01
4,132,132,374,5766,40.4463889,-3.7035911,-3.7035911,40.4463889,3772,2021-03-19T13:00:00Z,5766,2021/5/01
5,132,132,374,7822,40.4463889,-3.7035911,-3.7035911,40.4463889,869,2021-03-12T20:00:00Z,7822,2021/5/01
6,132,132,374,7954,40.4463889,-3.7035911,-3.7035911,40.4463889,5727,2021-03-14T14:00:00Z,7954,2021/5/01
7,132,132,374,8873,40.4463889,-3.7035911,-3.7035911,40.4463889,96,2021-03-25T10:00:00Z,8873,2021/5/01
8,132,132,374,9382,40.4463889,-3.7035911,-3.7035911,40.4463889,60,2021-03-31T15:00:00Z,9382,2021/5/01
9,132,132,374,9388,40.4463889,-3.7035911,-3.7035911,40.4463889,52,2021-03-31T15:00:00Z,9388,2021/5/01
10,132,132,374,11964,40.4463889,-3.7035911,-3.7035911,40.4463889,1789,2021-03-30T18:00:00Z,11964,2021/5/01
11,132,132,374,14371,40.4463889,-3.7035911,-3.7035911,40.4463889,1113,2021-03-28T16:00:00Z,14371,2021/5/01
12,132,132,374,14645,40.4463889,-3.7035911,-3.7035911,40.4463889,2647,2021-03-01T14:00:00Z,14645,2021/5/01
13,132,132,374,16225,40.4463889,-3.7035911,-3.7035911,40.4463889,11485,2021-03-19T06:00:00Z,16225,2021/5/01
14,132,132,374,19341,40.4463889,-3.7035911,-3.7035911,40.4463889,305,2021-03-24T13:00:00Z,19341,2021/5/01
15,132,132,374,20003,40.4463889,-3.7035911,-3.7035911,40.4463889,5350,2021-03-31T16:00:00Z,20003,2021/5/01
16,132,132,374,21798,40.4463889,-3.7035911,-3.7035911,40.4463889,7546,2021-03-21T16:00:00Z,21798,2021/5/01
