,start_station,end_station,size,Unnamed: 0,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index,mes
0,132,132,341,1865,40.4463889,-3.7035911,-3.7035911,40.4463889,5204,2021-04-01T09:00:00Z,1865,2021/1/01
1,132,132,341,1940,40.4463889,-3.7035911,-3.7035911,40.4463889,3781,2021-04-01T09:00:00Z,1940,2021/1/01
2,132,132,341,3444,40.4463889,-3.7035911,-3.7035911,40.4463889,5498,2021-04-01T11:00:00Z,3444,2021/1/01
3,132,132,341,4183,40.4463889,-3.7035911,-3.7035911,40.4463889,4142,2021-04-01T13:00:00Z,4183,2021/1/01
4,132,132,341,4269,40.4463889,-3.7035911,-3.7035911,40.4463889,360,2021-04-02T21:00:00Z,4269,2021/1/01
5,132,132,341,4376,40.4463889,-3.7035911,-3.7035911,40.4463889,390,2021-04-04T15:00:00Z,4376,2021/1/01
6,132,132,341,4571,40.4463889,-3.7035911,-3.7035911,40.4463889,1705,2021-04-06T16:00:00Z,4571,2021/1/01
7,132,132,341,5169,40.4463889,-3.7035911,-3.7035911,40.4463889,9,2021-04-13T17:00:00Z,5169,2021/1/01
8,132,132,341,7619,40.4463889,-3.7035911,-3.7035911,40.4463889,920,2021-04-12T18:00:00Z,7619,2021/1/01
9,132,132,341,7906,40.4463889,-3.7035911,-3.7035911,40.4463889,12,2021-04-16T06:00:00Z,7906,2021/1/01
10,132,132,341,9379,40.4463889,-3.7035911,-3.7035911,40.4463889,3456,2021-04-05T08:00:00Z,9379,2021/1/01
11,132,132,341,10785,40.4463889,-3.7035911,-3.7035911,40.4463889,14,2021-04-20T15:00:00Z,10785,2021/1/01
12,132,132,341,11176,40.4463889,-3.7035911,-3.7035911,40.4463889,324,2021-04-26T09:00:00Z,11176,2021/1/01
13,132,132,341,11181,40.4463889,-3.7035911,-3.7035911,40.4463889,470,2021-04-26T10:00:00Z,11181,2021/1/01
14,132,132,341,11733,40.4463889,-3.7035911,-3.7035911,40.4463889,916,2021-04-03T11:00:00Z,11733,2021/1/01
