,start_station,end_station,size,Unnamed: 0,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index,mes
0,132,132,251,4138,40.4463889,-3.7035911,-3.7035911,40.4463889,3144,2021-02-01T14:00:00Z,4138,2021/4/01
1,132,132,251,4139,40.4463889,-3.7035911,-3.7035911,40.4463889,3113,2021-02-01T14:00:00Z,4139,2021/4/01
2,132,132,251,7618,40.4463889,-3.7035911,-3.7035911,40.4463889,589,2021-02-23T20:00:00Z,7618,2021/4/01
3,132,132,251,7871,40.4463889,-3.7035911,-3.7035911,40.4463889,2542,2021-02-26T16:00:00Z,7871,2021/4/01
4,132,132,251,7886,40.4463889,-3.7035911,-3.7035911,40.4463889,19127,2021-02-26T19:00:00Z,7886,2021/4/01
5,132,132,251,9848,40.4463889,-3.7035911,-3.7035911,40.4463889,3248,2021-02-27T10:00:00Z,9848,2021/4/01
6,132,132,251,9905,40.4463889,-3.7035911,-3.7035911,40.4463889,1773,2021-02-27T20:00:00Z,9905,2021/4/01
7,132,132,251,11312,40.4463889,-3.7035911,-3.7035911,40.4463889,554,2021-02-22T20:00:00Z,11312,2021/4/01
8,132,132,251,11362,40.4463889,-3.7035911,-3.7035911,40.4463889,7,2021-02-23T15:00:00Z,11362,2021/4/01
9,132,132,251,13382,40.4463889,-3.7035911,-3.7035911,40.4463889,302,2021-02-23T21:00:00Z,13382,2021/4/01
10,132,132,251,13631,40.4463889,-3.7035911,-3.7035911,40.4463889,834,2021-02-26T20:00:00Z,13631,2021/4/01
11,132,132,251,14080,40.4463889,-3.7035911,-3.7035911,40.4463889,425,2021-02-06T18:00:00Z,14080,2021/4/01
12,132,132,251,14505,40.4463889,-3.7035911,-3.7035911,40.4463889,408,2021-02-14T10:00:00Z,14505,2021/4/01
13,132,132,251,15636,40.4463889,-3.7035911,-3.7035911,40.4463889,6833,2021-02-27T14:00:00Z,15636,2021/4/01
14,132,132,251,18302,40.4463889,-3.7035911,-3.7035911,40.4463889,9,2021-02-11T18:00:00Z,18302,2021/4/01
15,132,132,251,18526,40.4463889,-3.7035911,-3.7035911,40.4463889,57,2021-02-15T06:00:00Z,18526,2021/4/01
16,132,132,251,20961,40.4463889,-3.7035911,-3.7035911,40.4463889,5973,2021-02-20T16:00:00Z,20961,2021/4/01
17,132,132,251,21221,40.4463889,-3.7035911,-3.7035911,40.4463889,132,2021-02-24T11:00:00Z,21221,2021/4/01
18,132,132,251,23311,40.4463889,-3.7035911,-3.7035911,40.4463889,34,2021-02-26T09:00:00Z,23311,2021/4/01
19,132,132,251,23389,40.4463889,-3.7035911,-3.7035911,40.4463889,2579,2021-02-27T07:00:00Z,23389,2021/4/01
20,132,132,251,24342,40.4463889,-3.7035911,-3.7035911,40.4463889,8546,2021-02-15T12:00:00Z,24342,2021/4/01
21,132,132,251,27629,40.4463889,-3.7035911,-3.7035911,40.4463889,4784,2021-02-07T12:00:00Z,27629,2021/4/01
22,132,132,251,28097,40.4463889,-3.7035911,-3.7035911,40.4463889,455,2021-02-15T06:00:00Z,28097,2021/4/01
23,132,132,251,28874,40.4463889,-3.7035911,-3.7035911,40.4463889,1227,2021-02-24T19:00:00Z,28874,2021/4/01
24,132,132,251,29488,40.4463889,-3.7035911,-3.7035911,40.4463889,931,2021-02-06T11:00:00Z,29488,2021/4/01
25,132,132,251,29834,40.4463889,-3.7035911,-3.7035911,40.4463889,2629,2021-02-12T17:00:00Z,29834,2021/4/01
26,132,132,251,30685,40.4463889,-3.7035911,-3.7035911,40.4463889,5006,2021-02-24T11:00:00Z,30685,2021/4/01
27,132,132,251,31053,40.4463889,-3.7035911,-3.7035911,40.4463889,76,2021-02-01T16:00:00Z,31053,2021/4/01
28,132,132,251,31627,40.4463889,-3.7035911,-3.7035911,40.4463889,8,2021-02-11T17:00:00Z,31627,2021/4/01
29,132,132,251,32741,40.4463889,-3.7035911,-3.7035911,40.4463889,521,2021-02-26T16:00:00Z,32741,2021/4/01
30,132,132,251,33745,40.4463889,-3.7035911,-3.7035911,40.4463889,1311,2021-02-14T19:00:00Z,33745,2021/4/01
31,132,132,251,35964,40.4463889,-3.7035911,-3.7035911,40.4463889,375,2021-02-18T15:00:00Z,35964,2021/4/01
32,132,132,251,36487,40.4463889,-3.7035911,-3.7035911,40.4463889,1902,2021-02-25T09:00:00Z,36487,2021/4/01
33,132,132,251,40586,40.4463889,-3.7035911,-3.7035911,40.4463889,2028,2021-02-27T13:00:00Z,40586,2021/4/01
34,132,132,251,42163,40.4463889,-3.7035911,-3.7035911,40.4463889,5094,2021-02-24T11:00:00Z,42163,2021/4/01
35,132,132,251,42942,40.4463889,-3.7035911,-3.7035911,40.4463889,4932,2021-02-07T12:00:00Z,42942,2021/4/01
36,132,132,251,43159,40.4463889,-3.7035911,-3.7035911,40.4463889,13,2021-02-11T17:00:00Z,43159,2021/4/01
37,132,132,251,44120,40.4463889,-3.7035911,-3.7035911,40.4463889,157,2021-02-24T11:00:00Z,44120,2021/4/01
38,132,132,251,44482,40.4463889,-3.7035911,-3.7035911,40.4463889,4629,2021-02-28T16:00:00Z,44482,2021/4/01
39,132,132,251,45321,40.4463889,-3.7035911,-3.7035911,40.4463889,90,2021-02-15T07:00:00Z,45321,2021/4/01
40,132,132,251,47123,40.4463889,-3.7035911,-3.7035911,40.4463889,50,2021-02-11T18:00:00Z,47123,2021/4/01
41,132,132,251,48000,40.4463889,-3.7035911,-3.7035911,40.4463889,171,2021-02-24T11:00:00Z,48000,2021/4/01
42,132,132,251,48170,40.4463889,-3.7035911,-3.7035911,40.4463889,413,2021-02-26T08:00:00Z,48170,2021/4/01
43,132,132,251,49159,40.4463889,-3.7035911,-3.7035911,40.4463889,354,2021-02-13T16:00:00Z,49159,2021/4/01
