,start_station,end_station,size,Unnamed: 0,index,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,mes
0,132,132,285,1296,1296,40.4463889,-3.7035911,-3.7035911,40.4463889,4060,2020-08-01T07:00:00Z,2020/2/01
1,132,132,285,1393,1393,40.4463889,-3.7035911,-3.7035911,40.4463889,353,2020-08-01T08:00:00Z,2020/2/01
2,132,132,285,5261,5261,40.4463889,-3.7035911,-3.7035911,40.4463889,4053,2020-08-16T17:00:00Z,2020/2/01
3,132,132,285,6316,6316,40.4463889,-3.7035911,-3.7035911,40.4463889,7,2020-08-29T14:00:00Z,2020/2/01
4,132,132,285,6392,6392,40.4463889,-3.7035911,-3.7035911,40.4463889,6549,2020-08-30T16:00:00Z,2020/2/01
5,132,132,285,7217,7217,40.4463889,-3.7035911,-3.7035911,40.4463889,2119,2020-08-12T15:00:00Z,2020/2/01
6,132,132,285,7395,7395,40.4463889,-3.7035911,-3.7035911,40.4463889,601,2020-08-15T01:00:00Z,2020/2/01
7,132,132,285,7657,7657,40.4463889,-3.7035911,-3.7035911,40.4463889,3409,2020-08-19T08:00:00Z,2020/2/01
8,132,132,285,8382,8382,40.4463889,-3.7035911,-3.7035911,40.4463889,5714,2020-08-28T15:00:00Z,2020/2/01
9,132,132,285,11995,11995,40.4463889,-3.7035911,-3.7035911,40.4463889,988,2020-08-19T00:00:00Z,2020/2/01
10,132,132,285,13579,13579,40.4463889,-3.7035911,-3.7035911,40.4463889,2178,2020-08-08T19:00:00Z,2020/2/01
11,132,132,285,14051,14051,40.4463889,-3.7035911,-3.7035911,40.4463889,453,2020-08-16T11:00:00Z,2020/2/01
12,132,132,285,15026,15026,40.4463889,-3.7035911,-3.7035911,40.4463889,7477,2020-08-29T12:00:00Z,2020/2/01
13,132,132,285,15272,15272,40.4463889,-3.7035911,-3.7035911,40.4463889,24,2020-08-02T15:00:00Z,2020/2/01
14,132,132,285,16364,16364,40.4463889,-3.7035911,-3.7035911,40.4463889,508,2020-08-18T13:00:00Z,2020/2/01
15,132,132,285,17349,17349,40.4463889,-3.7035911,-3.7035911,40.4463889,4551,2020-08-30T07:00:00Z,2020/2/01
16,132,132,285,17555,17555,40.4463889,-3.7035911,-3.7035911,40.4463889,6,2020-08-02T15:00:00Z,2020/2/01
17,132,132,285,18710,18710,40.4463889,-3.7035911,-3.7035911,40.4463889,1679,2020-08-18T19:00:00Z,2020/2/01
18,132,132,285,19009,19009,40.4463889,-3.7035911,-3.7035911,40.4463889,20,2020-08-22T18:00:00Z,2020/2/01
19,132,132,285,19786,19786,40.4463889,-3.7035911,-3.7035911,40.4463889,3637,2020-08-02T10:00:00Z,2020/2/01
20,132,132,285,22640,22640,40.4463889,-3.7035911,-3.7035911,40.4463889,3815,2020-08-10T18:00:00Z,2020/2/01
21,132,132,285,25330,25330,40.4463889,-3.7035911,-3.7035911,40.4463889,3266,2020-08-16T17:00:00Z,2020/2/01
22,132,132,285,26493,26493,40.4463889,-3.7035911,-3.7035911,40.4463889,7346,2020-08-02T18:00:00Z,2020/2/01
23,132,132,285,28868,28868,40.4463889,-3.7035911,-3.7035911,40.4463889,3177,2020-08-05T15:00:00Z,2020/2/01
24,132,132,285,30127,30127,40.4463889,-3.7035911,-3.7035911,40.4463889,2672,2020-08-23T18:00:00Z,2020/2/01
25,132,132,285,30360,30360,40.4463889,-3.7035911,-3.7035911,40.4463889,5952,2020-08-26T18:00:00Z,2020/2/01
26,132,132,285,30583,30583,40.4463889,-3.7035911,-3.7035911,40.4463889,6536,2020-08-29T15:00:00Z,2020/2/01
27,132,132,285,30630,30630,40.4463889,-3.7035911,-3.7035911,40.4463889,343,2020-08-30T10:00:00Z,2020/2/01
28,132,132,285,31122,31122,40.4463889,-3.7035911,-3.7035911,40.4463889,1444,2020-08-05T19:00:00Z,2020/2/01
29,132,132,285,31205,31205,40.4463889,-3.7035911,-3.7035911,40.4463889,3008,2020-08-06T17:00:00Z,2020/2/01
30,132,132,285,32805,32805,40.4463889,-3.7035911,-3.7035911,40.4463889,429,2020-08-29T13:00:00Z,2020/2/01
31,132,132,285,33215,33215,40.4463889,-3.7035911,-3.7035911,40.4463889,1287,2020-08-04T14:00:00Z,2020/2/01
32,132,132,285,34947,34947,40.4463889,-3.7035911,-3.7035911,40.4463889,3729,2020-08-29T17:00:00Z,2020/2/01
33,132,132,285,35179,35179,40.4463889,-3.7035911,-3.7035911,40.4463889,4678,2020-08-02T09:00:00Z,2020/2/01
34,132,132,285,35443,35443,40.4463889,-3.7035911,-3.7035911,40.4463889,20,2020-08-05T13:00:00Z,2020/2/01
35,132,132,285,36410,36410,40.4463889,-3.7035911,-3.7035911,40.4463889,4252,2020-08-20T10:00:00Z,2020/2/01
36,132,132,285,37340,37340,40.4463889,-3.7035911,-3.7035911,40.4463889,4592,2020-08-02T09:00:00Z,2020/2/01
37,132,132,285,38542,38542,40.4463889,-3.7035911,-3.7035911,40.4463889,21,2020-08-19T10:00:00Z,2020/2/01
38,132,132,285,38563,38563,40.4463889,-3.7035911,-3.7035911,40.4463889,4807,2020-08-19T15:00:00Z,2020/2/01
39,132,132,285,39348,39348,40.4463889,-3.7035911,-3.7035911,40.4463889,8575,2020-08-29T16:00:00Z,2020/2/01
40,132,132,285,40470,40470,40.4463889,-3.7035911,-3.7035911,40.4463889,339,2020-08-15T12:00:00Z,2020/2/01
41,132,132,285,41528,41528,40.4463889,-3.7035911,-3.7035911,40.4463889,804,2020-08-29T12:00:00Z,2020/2/01
42,132,132,285,45729,45729,40.4463889,-3.7035911,-3.7035911,40.4463889,2685,2020-08-26T12:00:00Z,2020/2/01
43,132,132,285,46139,46139,40.4463889,-3.7035911,-3.7035911,40.4463889,6550,2020-08-30T16:00:00Z,2020/2/01
44,132,132,285,47230,47230,40.4463889,-3.7035911,-3.7035911,40.4463889,3767,2020-08-16T14:00:00Z,2020/2/01
45,132,132,285,47687,47687,40.4463889,-3.7035911,-3.7035911,40.4463889,2473,2020-08-23T11:00:00Z,2020/2/01
46,132,132,285,49936,49936,40.4463889,-3.7035911,-3.7035911,40.4463889,13,2020-08-22T18:00:00Z,2020/2/01
47,132,132,285,50063,50063,40.4463889,-3.7035911,-3.7035911,40.4463889,792,2020-08-24T22:00:00Z,2020/2/01
48,132,132,285,50254,50254,40.4463889,-3.7035911,-3.7035911,40.4463889,332,2020-08-27T10:00:00Z,2020/2/01
