start_station,end_station,size,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,mes
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
212,212,239,40.3981605,-3.7165313,-3.7165313,40.3981605,2020/10/01
