,start_station,end_station,size,Unnamed: 0,index,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,mes
0,90,90,848,3687,3687,40.4250878,-3.6837297,-3.6835613,40.4250791,2117,2020-09-01T09:00:00Z,2020/12/01
1,90,90,848,3688,3688,40.4250791,-3.6835613,-3.6835613,40.4250791,2117,2020-09-01T09:00:00Z,2020/12/01
2,90,90,848,3689,3689,40.4250878,-3.6837297,-3.6837297,40.4250878,2117,2020-09-01T09:00:00Z,2020/12/01
3,90,90,848,3690,3690,40.4250791,-3.6835613,-3.6837297,40.4250878,2117,2020-09-01T09:00:00Z,2020/12/01
4,90,90,848,6019,6019,40.4250878,-3.6837297,-3.6835613,40.4250791,2700,2020-09-11T16:00:00Z,2020/12/01
5,90,90,848,6020,6020,40.4250791,-3.6835613,-3.6835613,40.4250791,2700,2020-09-11T16:00:00Z,2020/12/01
6,90,90,848,6021,6021,40.4250878,-3.6837297,-3.6837297,40.4250878,2700,2020-09-11T16:00:00Z,2020/12/01
7,90,90,848,6022,6022,40.4250791,-3.6835613,-3.6837297,40.4250878,2700,2020-09-11T16:00:00Z,2020/12/01
8,90,90,848,8543,8543,40.4250878,-3.6837297,-3.6835613,40.4250791,2192,2020-09-02T16:00:00Z,2020/12/01
9,90,90,848,8544,8544,40.4250791,-3.6835613,-3.6835613,40.4250791,2192,2020-09-02T16:00:00Z,2020/12/01
10,90,90,848,8545,8545,40.4250878,-3.6837297,-3.6837297,40.4250878,2192,2020-09-02T16:00:00Z,2020/12/01
11,90,90,848,8546,8546,40.4250791,-3.6835613,-3.6837297,40.4250878,2192,2020-09-02T16:00:00Z,2020/12/01
12,90,90,848,10734,10734,40.4250878,-3.6837297,-3.6835613,40.4250791,17947,2020-09-21T10:00:00Z,2020/12/01
13,90,90,848,10735,10735,40.4250791,-3.6835613,-3.6835613,40.4250791,17947,2020-09-21T10:00:00Z,2020/12/01
14,90,90,848,10736,10736,40.4250878,-3.6837297,-3.6837297,40.4250878,17947,2020-09-21T10:00:00Z,2020/12/01
15,90,90,848,10737,10737,40.4250791,-3.6835613,-3.6837297,40.4250878,17947,2020-09-21T10:00:00Z,2020/12/01
16,90,90,848,13617,13617,40.4250878,-3.6837297,-3.6835613,40.4250791,2297,2020-09-14T16:00:00Z,2020/12/01
17,90,90,848,13618,13618,40.4250791,-3.6835613,-3.6835613,40.4250791,2297,2020-09-14T16:00:00Z,2020/12/01
18,90,90,848,13619,13619,40.4250878,-3.6837297,-3.6837297,40.4250878,2297,2020-09-14T16:00:00Z,2020/12/01
19,90,90,848,13620,13620,40.4250791,-3.6835613,-3.6837297,40.4250878,2297,2020-09-14T16:00:00Z,2020/12/01
20,90,90,848,15495,15495,40.4250878,-3.6837297,-3.6835613,40.4250791,661,2020-09-30T22:00:00Z,2020/12/01
21,90,90,848,15496,15496,40.4250791,-3.6835613,-3.6835613,40.4250791,661,2020-09-30T22:00:00Z,2020/12/01
22,90,90,848,15497,15497,40.4250878,-3.6837297,-3.6837297,40.4250878,661,2020-09-30T22:00:00Z,2020/12/01
23,90,90,848,15498,15498,40.4250791,-3.6835613,-3.6837297,40.4250878,661,2020-09-30T22:00:00Z,2020/12/01
24,90,90,848,17955,17955,40.4250878,-3.6837297,-3.6835613,40.4250791,1208,2020-09-22T10:00:00Z,2020/12/01
25,90,90,848,17956,17956,40.4250791,-3.6835613,-3.6835613,40.4250791,1208,2020-09-22T10:00:00Z,2020/12/01
26,90,90,848,17957,17957,40.4250878,-3.6837297,-3.6837297,40.4250878,1208,2020-09-22T10:00:00Z,2020/12/01
27,90,90,848,17958,17958,40.4250791,-3.6835613,-3.6837297,40.4250878,1208,2020-09-22T10:00:00Z,2020/12/01
28,90,90,848,19092,19092,40.4250878,-3.6837297,-3.6835613,40.4250791,441,2020-09-02T09:00:00Z,2020/12/01
29,90,90,848,19093,19093,40.4250791,-3.6835613,-3.6835613,40.4250791,441,2020-09-02T09:00:00Z,2020/12/01
30,90,90,848,19094,19094,40.4250878,-3.6837297,-3.6837297,40.4250878,441,2020-09-02T09:00:00Z,2020/12/01
31,90,90,848,19095,19095,40.4250791,-3.6835613,-3.6837297,40.4250878,441,2020-09-02T09:00:00Z,2020/12/01
32,90,90,848,26751,26751,40.4250878,-3.6837297,-3.6835613,40.4250791,2416,2020-09-04T06:00:00Z,2020/12/01
33,90,90,848,26752,26752,40.4250791,-3.6835613,-3.6835613,40.4250791,2416,2020-09-04T06:00:00Z,2020/12/01
34,90,90,848,26753,26753,40.4250878,-3.6837297,-3.6837297,40.4250878,2416,2020-09-04T06:00:00Z,2020/12/01
35,90,90,848,26754,26754,40.4250791,-3.6835613,-3.6837297,40.4250878,2416,2020-09-04T06:00:00Z,2020/12/01
36,90,90,848,28424,28424,40.4250878,-3.6837297,-3.6835613,40.4250791,2115,2020-09-16T18:00:00Z,2020/12/01
37,90,90,848,28425,28425,40.4250791,-3.6835613,-3.6835613,40.4250791,2115,2020-09-16T18:00:00Z,2020/12/01
38,90,90,848,28426,28426,40.4250878,-3.6837297,-3.6837297,40.4250878,2115,2020-09-16T18:00:00Z,2020/12/01
39,90,90,848,28427,28427,40.4250791,-3.6835613,-3.6837297,40.4250878,2115,2020-09-16T18:00:00Z,2020/12/01
40,90,90,848,30003,30003,40.4250878,-3.6837297,-3.6835613,40.4250791,2378,2020-09-01T17:00:00Z,2020/12/01
41,90,90,848,30004,30004,40.4250791,-3.6835613,-3.6835613,40.4250791,2378,2020-09-01T17:00:00Z,2020/12/01
42,90,90,848,30005,30005,40.4250878,-3.6837297,-3.6837297,40.4250878,2378,2020-09-01T17:00:00Z,2020/12/01
