,start_station,end_station,size,Unnamed: 0,index,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,mes
0,49,49,50,288,288,40.4060497,-3.6992427,-3.6992427,40.4060497,870,2020-04-22T09:00:00Z,2020/1/01
1,49,49,50,1392,1392,40.4060497,-3.6992427,-3.6992427,40.4060497,1086,2020-04-23T16:00:00Z,2020/1/01
2,49,49,50,4758,4758,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-27T18:00:00Z,2020/1/01
3,49,49,50,4759,4759,40.4060497,-3.6992427,-3.6992427,40.4060497,15,2020-04-27T18:00:00Z,2020/1/01
4,49,49,50,4761,4761,40.4060497,-3.6992427,-3.6992427,40.4060497,20,2020-04-27T18:00:00Z,2020/1/01
5,49,49,50,4768,4768,40.4060497,-3.6992427,-3.6992427,40.4060497,9,2020-04-27T18:00:00Z,2020/1/01
6,49,49,50,4770,4770,40.4060497,-3.6992427,-3.6992427,40.4060497,13,2020-04-27T18:00:00Z,2020/1/01
7,49,49,50,4771,4771,40.4060497,-3.6992427,-3.6992427,40.4060497,10,2020-04-27T18:00:00Z,2020/1/01
8,49,49,50,4772,4772,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-27T18:00:00Z,2020/1/01
9,49,49,50,4773,4773,40.4060497,-3.6992427,-3.6992427,40.4060497,7,2020-04-27T18:00:00Z,2020/1/01
10,49,49,50,4774,4774,40.4060497,-3.6992427,-3.6992427,40.4060497,5,2020-04-27T18:00:00Z,2020/1/01
11,49,49,50,4775,4775,40.4060497,-3.6992427,-3.6992427,40.4060497,5,2020-04-27T18:00:00Z,2020/1/01
12,49,49,50,4776,4776,40.4060497,-3.6992427,-3.6992427,40.4060497,9,2020-04-27T18:00:00Z,2020/1/01
13,49,49,50,4778,4778,40.4060497,-3.6992427,-3.6992427,40.4060497,10,2020-04-27T18:00:00Z,2020/1/01
14,49,49,50,5170,5170,40.4060497,-3.6992427,-3.6992427,40.4060497,6,2020-04-28T10:00:00Z,2020/1/01
15,49,49,50,5180,5180,40.4060497,-3.6992427,-3.6992427,40.4060497,5,2020-04-28T10:00:00Z,2020/1/01
16,49,49,50,5196,5196,40.4060497,-3.6992427,-3.6992427,40.4060497,14,2020-04-28T11:00:00Z,2020/1/01
17,49,49,50,5198,5198,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-28T11:00:00Z,2020/1/01
18,49,49,50,5199,5199,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-28T11:00:00Z,2020/1/01
19,49,49,50,5200,5200,40.4060497,-3.6992427,-3.6992427,40.4060497,5,2020-04-28T11:00:00Z,2020/1/01
20,49,49,50,5201,5201,40.4060497,-3.6992427,-3.6992427,40.4060497,5,2020-04-28T11:00:00Z,2020/1/01
21,49,49,50,5202,5202,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-28T11:00:00Z,2020/1/01
22,49,49,50,5203,5203,40.4060497,-3.6992427,-3.6992427,40.4060497,4,2020-04-28T11:00:00Z,2020/1/01
23,49,49,50,5204,5204,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-28T11:00:00Z,2020/1/01
24,49,49,50,5205,5205,40.4060497,-3.6992427,-3.6992427,40.4060497,7,2020-04-28T11:00:00Z,2020/1/01
25,49,49,50,5206,5206,40.4060497,-3.6992427,-3.6992427,40.4060497,4,2020-04-28T11:00:00Z,2020/1/01
26,49,49,50,5207,5207,40.4060497,-3.6992427,-3.6992427,40.4060497,10,2020-04-28T11:00:00Z,2020/1/01
27,49,49,50,5208,5208,40.4060497,-3.6992427,-3.6992427,40.4060497,45,2020-04-28T11:00:00Z,2020/1/01
28,49,49,50,5212,5212,40.4060497,-3.6992427,-3.6992427,40.4060497,13,2020-04-28T11:00:00Z,2020/1/01
29,49,49,50,7105,7105,40.4060497,-3.6992427,-3.6992427,40.4060497,2147,2020-04-30T15:00:00Z,2020/1/01
30,49,49,50,7581,7581,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-27T11:00:00Z,2020/1/01
31,49,49,50,7818,7818,40.4060497,-3.6992427,-3.6992427,40.4060497,6,2020-04-27T18:00:00Z,2020/1/01
32,49,49,50,7820,7820,40.4060497,-3.6992427,-3.6992427,40.4060497,13,2020-04-27T18:00:00Z,2020/1/01
33,49,49,50,7821,7821,40.4060497,-3.6992427,-3.6992427,40.4060497,9,2020-04-27T18:00:00Z,2020/1/01
34,49,49,50,7823,7823,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-27T18:00:00Z,2020/1/01
35,49,49,50,7824,7824,40.4060497,-3.6992427,-3.6992427,40.4060497,6,2020-04-27T18:00:00Z,2020/1/01
36,49,49,50,7826,7826,40.4060497,-3.6992427,-3.6992427,40.4060497,14,2020-04-27T18:00:00Z,2020/1/01
37,49,49,50,8201,8201,40.4060497,-3.6992427,-3.6992427,40.4060497,6,2020-04-28T10:00:00Z,2020/1/01
38,49,49,50,8213,8213,40.4060497,-3.6992427,-3.6992427,40.4060497,2184,2020-04-28T10:00:00Z,2020/1/01
39,49,49,50,8216,8216,40.4060497,-3.6992427,-3.6992427,40.4060497,9,2020-04-28T10:00:00Z,2020/1/01
40,49,49,50,8239,8239,40.4060497,-3.6992427,-3.6992427,40.4060497,10,2020-04-28T11:00:00Z,2020/1/01
41,49,49,50,8240,8240,40.4060497,-3.6992427,-3.6992427,40.4060497,11,2020-04-28T11:00:00Z,2020/1/01
42,49,49,50,8241,8241,40.4060497,-3.6992427,-3.6992427,40.4060497,10,2020-04-28T11:00:00Z,2020/1/01
43,49,49,50,8242,8242,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-28T11:00:00Z,2020/1/01
44,49,49,50,8243,8243,40.4060497,-3.6992427,-3.6992427,40.4060497,15,2020-04-28T11:00:00Z,2020/1/01
45,49,49,50,8244,8244,40.4060497,-3.6992427,-3.6992427,40.4060497,14,2020-04-28T11:00:00Z,2020/1/01
46,49,49,50,8245,8245,40.4060497,-3.6992427,-3.6992427,40.4060497,13,2020-04-28T11:00:00Z,2020/1/01
47,49,49,50,8253,8253,40.4060497,-3.6992427,-3.6992427,40.4060497,8,2020-04-28T11:00:00Z,2020/1/01
48,49,49,50,8255,8255,40.4060497,-3.6992427,-3.6992427,40.4060497,1094,2020-04-28T11:00:00Z,2020/1/01
49,49,49,50,9375,9375,40.4060497,-3.6992427,-3.6992427,40.4060497,630,2020-04-29T17:00:00Z,2020/1/01
50,130,130,43,114,114,40.4417195,-3.7017071,-3.7017071,40.4417195,7,2020-04-21T16:00:00Z,2020/1/01
51,130,130,43,115,115,40.4417195,-3.7017071,-3.7017071,40.4417195,9,2020-04-21T16:00:00Z,2020/1/01
52,130,130,43,5904,5904,40.4417195,-3.7017071,-3.7017071,40.4417195,13,2020-04-29T09:00:00Z,2020/1/01
53,130,130,43,5905,5905,40.4417195,-3.7017071,-3.7017071,40.4417195,16,2020-04-29T09:00:00Z,2020/1/01
54,130,130,43,5954,5954,40.4417195,-3.7017071,-3.7017071,40.4417195,4,2020-04-29T10:00:00Z,2020/1/01
55,130,130,43,6171,6171,40.4417195,-3.7017071,-3.7017071,40.4417195,11,2020-04-29T14:00:00Z,2020/1/01
56,130,130,43,6172,6172,40.4417195,-3.7017071,-3.7017071,40.4417195,5,2020-04-29T14:00:00Z,2020/1/01
57,130,130,43,6174,6174,40.4417195,-3.7017071,-3.7017071,40.4417195,15,2020-04-29T14:00:00Z,2020/1/01
58,130,130,43,6177,6177,40.4417195,-3.7017071,-3.7017071,40.4417195,17,2020-04-29T14:00:00Z,2020/1/01
59,130,130,43,6178,6178,40.4417195,-3.7017071,-3.7017071,40.4417195,16,2020-04-29T14:00:00Z,2020/1/01
60,130,130,43,6179,6179,40.4417195,-3.7017071,-3.7017071,40.4417195,19,2020-04-29T14:00:00Z,2020/1/01
61,130,130,43,6220,6220,40.4417195,-3.7017071,-3.7017071,40.4417195,14,2020-04-29T15:00:00Z,2020/1/01
62,130,130,43,6222,6222,40.4417195,-3.7017071,-3.7017071,40.4417195,10,2020-04-29T15:00:00Z,2020/1/01
63,130,130,43,6223,6223,40.4417195,-3.7017071,-3.7017071,40.4417195,7,2020-04-29T15:00:00Z,2020/1/01
64,130,130,43,6224,6224,40.4417195,-3.7017071,-3.7017071,40.4417195,5,2020-04-29T15:00:00Z,2020/1/01
