,start_station,end_station,size,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index
150,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,516,2021-04-23T13:00:00Z,135141
151,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,557,2021-04-21T17:00:00Z,140049
152,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,2839,2021-04-16T07:00:00Z,144524
153,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,314,2021-04-16T21:00:00Z,147116
154,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,395,2021-04-20T21:00:00Z,147456
155,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,359,2021-04-23T21:00:00Z,147723
156,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,432,2021-04-27T06:00:00Z,147944
157,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,509,2021-04-21T06:00:00Z,154961
158,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,615,2021-04-23T06:00:00Z,157585
159,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,677,2021-04-28T06:00:00Z,157951
160,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,368,2021-04-18T21:00:00Z,159711
161,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,442,2021-04-27T12:00:00Z,165386
162,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,468,2021-04-21T16:00:00Z,167438
163,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,847,2021-04-26T20:00:00Z,170350
164,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,466,2021-04-02T21:00:00Z,180804
165,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,548,2021-04-09T22:00:00Z,181472
166,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,471,2021-04-23T22:00:00Z,185232
167,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,592,2021-04-19T06:00:00Z,187235
168,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,406,2021-04-27T17:00:00Z,190449
169,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,378,2021-04-09T12:00:00Z,198840
170,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,771,2021-04-22T06:00:00Z,202558
171,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,451,2021-04-09T22:00:00Z,208814
172,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,401,2021-04-02T22:00:00Z,215649
173,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,476,2021-04-13T06:00:00Z,216534
174,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,626,2021-04-04T10:00:00Z,218247
175,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,476,2021-04-30T11:00:00Z,220450
176,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,340,2021-04-21T22:00:00Z,222284
177,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,357,2021-04-29T21:00:00Z,230414
178,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,482,2021-04-03T22:00:00Z,233139
179,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,430,2021-04-30T22:00:00Z,235462
180,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,391,2021-04-16T22:00:00Z,236777
181,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,490,2021-04-01T18:00:00Z,240467
182,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,466,2021-04-12T11:00:00Z,241305
183,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,428,2021-04-19T07:00:00Z,241954
184,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,420,2021-04-29T06:00:00Z,242767
185,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,556,2021-04-12T17:00:00Z,251423
186,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,436,2021-04-19T06:00:00Z,251986
187,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,433,2021-04-15T09:00:00Z,253978
188,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,606,2021-04-20T09:00:00Z,254432
189,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,436,2021-04-22T17:00:00Z,259581
190,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,479,2021-04-13T15:00:00Z,263671
191,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,418,2021-04-30T03:00:00Z,265123
192,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,5293,2021-04-05T16:00:00Z,278009
193,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,470,2021-04-16T11:00:00Z,281462
194,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,377,2021-04-11T22:00:00Z,285951
195,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,576,2021-04-20T16:00:00Z,294108
196,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,486,2021-04-24T23:00:00Z,294515
197,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,507,2021-04-19T07:00:00Z,298913
198,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,831,2021-04-24T10:00:00Z,299407
199,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,563,2021-04-06T07:00:00Z,300268
200,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,904,2021-04-07T17:00:00Z,307853
201,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,474,2021-04-13T12:00:00Z,308308
202,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,791,2021-04-13T21:00:00Z,308350
203,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,460,2021-04-27T21:00:00Z,312113
204,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,477,2021-04-06T15:00:00Z,312813
205,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,620,2021-04-08T07:00:00Z,315437
206,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,409,2021-04-15T07:00:00Z,316004
207,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,472,2021-04-15T14:00:00Z,316037
208,42,132,96,40.4107714,-3.6982294,-3.7035911,40.4463889,413,2021-04-25T23:00:00Z,321881
209,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,861,2021-04-21T11:00:00Z,8400
210,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,466,2021-04-13T19:00:00Z,10154
211,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,503,2021-04-14T04:00:00Z,10169
212,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,524,2021-04-26T19:00:00Z,11241
213,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,547,2021-04-05T12:00:00Z,11874
214,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,504,2021-04-17T21:00:00Z,23054
215,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,704,2021-04-04T11:00:00Z,36795
216,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,649,2021-04-08T20:00:00Z,42101
217,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,684,2021-04-28T19:00:00Z,46187
218,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,663,2021-04-16T21:00:00Z,50248
