MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,25;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
295187;1054691 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PLAZA;DON ANTONIO DE ANDRES;17;11132388;MU-51
295188;1054692 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PLAZA;DON ANTONIO DE ANDRES;17;11132388;MU-51
295189;1054693 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;BULEVAR;INDALECIO PRIETO;16;20100387;MU-51
295310;1054814 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MARMOLINA;5;31022043;MU-51
295317;1054821 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;BULEVAR;INDALECIO PRIETO;7;20137375;MU-51
7938848;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;14/09/2021;CALLE;COSTA RICA;30;11025126;MU-51
7938849;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;14/09/2021;CALLE;COSTA RICA;30;11025126;MU-51
8185845;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;Calle;Jesús Maestro;2;31006764;MU-51
8408225;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;085;LA PAZ;OPERATIVO;;CALLE;SANGENJO;38;20165668;AP-2
8620482;MU-51 - Soporte de Bicicletas Universal;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;TEMBLEQUE;150;31054346;MU-51
8798169;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;Plaza;Puerta del Sol;s/n;;MU-51
295377;1054881 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MINERVA;161;20180448;MU-51
7938850;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;14/09/2021;CALLE;COSTA RICA;30;11025126;MU-51
296404;1055913 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;SEPIOLITA;6;31028697;MU-51
297319;1056838 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MARMOLINA;5;31022043;MU-51
7938851;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;14/09/2021;CALLE;COSTA RICA;30;11025126;MU-51
3577856;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;21;31025948;MU-51
3577858;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;21;31025948;MU-51
3577861;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;7;20137375;MU-51
3577863;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;7;20137375;MU-51
3577864;- MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;25/10/2017;CALLE;MARMOLINA;5;31022043;
3577855;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;21;31025948;MU-51
3577857;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;21;31025948;MU-51
3577860;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;7;20137375;MU-51
3577862;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;24/10/2017;BULEVAR;INDALECIO PRIETO;7;20137375;MU-51
7938852;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;14/09/2021;CALLE;COSTA RICA;30;11025126;MU-51
243547;1002780 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;EZCARAY;3;11133387;MU-51
243704;1003028 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;CASALARREINA;28;31028954;MU-51
243706;1003030 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;CASALARREINA;28;31028954;MU-51
243707;1003031 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;CASALARREINA;28;31028954;MU-51
7938855;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;14/09/2021;CALLE;LOPEZ DE HOYOS;149;11023691;MU-51
245809;1005263 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;SAN CIPRIANO;46;31025058;MU-51
245810;1005264 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;SAN CIPRIANO;46;31025058;MU-51
7144299;MU-51 Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/2018;CALLE;INFANTAS;19;11004284;MU-51
8766940;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;SECUNDINO ZUAZO;142;31039696;
8798166;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;Plaza;Puerta del Sol;s/n;11017671;MU-51
3577895;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;SEPIOLITA;6;31028697;MU-51
254174;1013445 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;LARDERO;2;31012361;MU-51
3908855;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;214;TIMON;OPERATIVO;01/01/2018;CALLE;ESTANISLAO PEREZ PITA;71;31039237;MU-51
254175;1013446 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;LARDERO;2;31012361;MU-51
259423;1018694 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PASEO;ARTILLEROS;35;31021963;MU-51
3924851;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;162;PIOVERA;OPERATIVO;01/05/2017;PLAZA;LICEO;1;20178837;MU-51
259523;1018795 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;EZCARAY;3;11133387;MU-51
268429;1027831 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;LARDERO;2;31012361;MU-51
282118;1041585 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;CASALARREINA;29B;31047333;MU-51
287340;1046807 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PASEO;POLIDEPORTIVO;3;20064592;MU-51
295375;1054879 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MINERVA;161;20180448;MU-51
295376;1054880 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MINERVA;161;20180448;MU-51
295378;1054882 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MINERVA;161;20180448;MU-51
295379;1054883 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MINERVA;161;20180448;MU-51
295393;1054897 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;VILLARDONDIEGO;36;20097401;MU-51
295394;1054898 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;VILLARDONDIEGO;36;20097401;MU-51
295395;1054899 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;VILLARDONDIEGO;36;20097401;MU-51
287341;1046808 - MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PASEO;POLIDEPORTIVO;3;20064592;MU-51
3577891;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;VILLABLANCA;79;20076408;MU-51
3577892;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;VILLABLANCA;79;20076408;MU-51
3577893;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;VILLABLANCA;79;20076408;MU-51
3577897;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;VILLABLANCA;81;20108070;MU-51
3577898;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;SEPIOLITA;6;31028697;MU-51
3577900;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;VILLABLANCA;81;20108070;MU-51
3577901;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;VILLABLANCA;81;20108070;MU-51
3577902;MU-51 - Soporte de Bicicletas Universal;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;25/10/2017;CALLE;VILLABLANCA;81;20108070;MU-51
7938856;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;14/09/2021;CALLE;LOPEZ DE HOYOS;149;11023691;MU-51
8185844;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;Calle;Jesús Maestro;2;31006764;MU-51
8408228;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;085;LA PAZ;OPERATIVO;;CALLE;SANGENJO;38;20165668;AP-2
8766979;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;SECUNDINO ZUAZO;142;31039696;
7938857;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;14/09/2021;CALLE;LOPEZ DE HOYOS;149;11023691;MU-51
8185846;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;Calle;Jesús Maestro;2;31006764;MU-51
8408231;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;085;LA PAZ;OPERATIVO;;CALLE;SANGENJO;38;20165668;AP-2
8798164;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;Plaza;Puerta del Sol;s/n;11017671;MU-51
7938858;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;14/09/2021;CALLE;LOPEZ DE HOYOS;149;11023691;MU-51
8185847;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;Calle;Jesús Maestro;2;31006764;MU-51
8408234;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;085;LA PAZ;OPERATIVO;;CALLE;SANGENJO;38;20165668;AP-2
8766999;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;LAS FUERZAS ARMADAS;5;31035488;
8798163;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;143;MARROQUINA;OPERATIVO;04/12/2021;CALLE;CAMINO DE LOS VINATEROS;106;11101595;MU-51
7938859;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;14/09/2021;CALLE;LOPEZ DE HOYOS;149;11023691;MU-51
8185849;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;Calle;Jesús Maestro;2;31006764;MU-51
8408236;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;085;LA PAZ;OPERATIVO;;CALLE;SANGENJO;38;20165668;AP-2
260450;MU-38 - Soporte bicicletas;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;AVENIDA;ENTREVIAS;92;11088012;MU-38
270474;ACB - Aparcabicis carril bicicletas;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PADRE LLANOS;5;20173638;ACB
270475;ACB - Aparcabicis carril bicicletas;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PADRE LLANOS;5;20173638;ACB
270476;ACB - Aparcabicis carril bicicletas;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PADRE LLANOS;5;20173638;ACB
270477;ACB - Aparcabicis carril bicicletas;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PADRE LLANOS;5;20173638;ACB
270478;ACB - Aparcabicis carril bicicletas;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PADRE LLANOS;5;20173638;ACB
296198;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;RONDA;SUR;6;20142134;MU-51
296199;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;RONDA;SUR;6;20142134;MU-51
296200;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;RONDA;SUR;6;20142134;MU-51
296201;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;RONDA;SUR;6;20142134;MU-51
8767065;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;LAS FUERZAS ARMADAS;242;31039855;
297362;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;VECINOS DEL POZO;9;31049971;MU-51
296197;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;RONDA;SUR;6;20142134;MU-51
3578011;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;96;31047247;MU-51
3578013;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;96;31047247;MU-51
3578014;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;98;11093991;MU-51
3578016;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;98;11093991;MU-51
3578018;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;98;11093991;MU-51
3578020;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;26/10/2017;CALLE;SIERRA DE ALQUIFE;12;11093218;MU-51
3578022;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;26/10/2017;CALLE;SIERRA DE ALQUIFE;10;20028354;MU-51
3578023;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;26/10/2017;CALLE;SIERRA DE ALQUIFE;12;11093218;MU-51
3578010;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;96;31047247;MU-51
3578012;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;96;31047247;MU-51
3578015;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;98;11093991;MU-51
3578017;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;98;11093991;MU-51
3578019;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;24/10/2017;CALLE;MARTINEZ DE LA RIVA;98;;MU-51
3578021;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;26/10/2017;CALLE;SIERRA DE ALQUIFE;10;20028354;MU-51
248796;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;PAYASO FOFO;20;20081901;MU-51
248797;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;PAYASO FOFO;7;20081901;MU-51
248798;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;PAYASO FOFO;7;20081901;MU-51
249398;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;89B;20134775;MU-51
249399;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;89B;20134775;MU-51
249400;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;89B;20134775;MU-51
249401;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;89B;20134775;MU-51
257800;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;TRISTANA;10;20081213;MU-51
258895;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;32;11094943;MU-51
258896;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;32;11094943;MU-51
258897;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;32;11094943;MU-51
258898;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;32;11094943;MU-51
259065;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;33A;20059549;MU-51
259615;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PARQUE DE PALOMERAS BAJAS;13;20080217;MU-51
259616;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PARQUE DE PALOMERAS BAJAS;13;20080217;MU-51
260287;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;93;20081667;MU-51
260288;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;93;20081667;MU-51
260289;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;93;20081667;MU-51
268630;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;89B;20134775;MU-51
295441;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PARQUE DE PALOMERAS BAJAS;13;20080217;MU-51
295442;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PARQUE DE PALOMERAS BAJAS;13;20080217;MU-51
295443;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;ROMEO Y JULIETA;13;20080943;MU-51
295444;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;ROMEO Y JULIETA;13;20080943;MU-51
295445;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;ROMEO Y JULIETA;13;20080943;MU-51
295446;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;ROMEO Y JULIETA;13;20080943;MU-51
295447;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;ROMEO Y JULIETA;13;20080943;MU-51
296217;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;TRISTANA;10;20081213;MU-51
296218;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;TRISTANA;10;20081213;MU-51
296219;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;TRISTANA;10;20081213;MU-51
296498;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PUERTO DE BALBARAN;10;20126524;MU-51
296499;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PUERTO DE BALBARAN;10;20126524;MU-51
296500;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PUERTO DE BALBARAN;10;20126524;MU-51
296501;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PUERTO DE BALBARAN;10;20126524;MU-51
296502;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PUERTO DE BALBARAN;10;20126524;MU-51
297621;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;33A;20059549;MU-51
297622;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;33A;20059549;MU-51
297623;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;33A;20059549;MU-51
297624;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;33A;20059549;MU-51
3578068;ACB - Aparcabicis carril bicicletas;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;18/10/2017;Calle de;Javier de Miguel;;;
3578070;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;18/10/2017;Calle de;Javier de Miguel;;;
3578071;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;18/10/2017;AVENIDA;PARQUE DE PALOMERAS BAJAS;13;20080217;MU-51
3578077;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;19/10/2017;CALLE;TRISTANA;10;20081213;MU-51
3578083;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;24/10/2017;CALLE;MONTES PIRINEOS;25;31023876;MU-51
3578085;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;24/10/2017;PLAZA;PEÑA GUDINA;1;31045145;MU-51
241108;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;ANDALUCES;20;11096602;MU-51
242109;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;ANDALUCES;20;11096602;MU-51
242110;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;ANDALUCES;20;11096602;MU-51
3578066;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;18/10/2017;Calle de;Javier de Miguel;;;
3578067;ACB - Aparcabicis carril bicicletas;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;18/10/2017;Calle de;Javier de Miguel;;;
