start_station,end_station,size
175,43,131
135,175,121
175,45,117
132,135,116
135,132,115
220,43,106
177,43,103
175,174,101
45,187,96
175,132,96
57,175,95
9,149,95
42,135,95
135,177,94
43,220,93
208,125,93
135,42,93
38,175,92
43,13,91
175,135,89
132,175,89
128,57,86
135,57,86
57,135,85
49,135,85
169,194,84
175,37,82
175,38,82
129,57,82
43,175,82
