start_station,end_station,size
90,180,17
13,160,16
160,13,16
160,128,15
161,207,15
94,67,14
199,41,13
172,161,13
4,203,13
203,4,13
43,160,13
166,168,13
214,157,12
67,94,12
49,149,12
41,199,12
157,65,12
168,102,11
201,30,11
160,139,11
65,87,11
160,163,10
206,168,10
186,84,10
65,83,10
157,214,10
67,57,10
65,163,10
168,206,10
207,161,10
