start_station,end_station,size
9,149,100
130,149,79
175,27,69
175,45,63
149,9,57
9,157,56
57,43,54
90,86,53
45,175,48
57,183,48
175,43,47
43,132,46
135,175,45
175,40,44
128,135,44
169,194,44
57,45,44
132,175,44
56,175,43
163,160,43
27,41,43
132,43,43
133,91,42
135,132,42
73,90,42
129,43,42
43,108,42
132,135,41
26,175,41
69,77,40
