start_station,end_station,size
175,43,177
57,135,153
175,135,152
135,49,148
135,175,147
149,130,146
43,220,146
9,149,143
177,43,139
175,45,139
220,43,133
43,175,133
132,175,132
169,149,128
49,135,125
175,57,125
57,184,123
45,187,123
135,182,122
45,175,121
132,135,120
130,149,119
57,175,117
194,169,115
175,174,115
163,149,114
135,57,113
132,43,112
59,43,112
184,57,110
