,index,start_station,start_station_Latitud,start_station_Longitud,end_station,end_station_Longitud,end_station_Latitud,travel_time,hour_time
1871,1893,158,40.45862,-3.6847049,55,-3.7019295,40.4240716,1106,2020-04-24T08:00:00Z
1872,1894,83,40.4132589,-3.6745339,162,-3.7107559,40.4035176,976,2020-04-24T08:00:00Z
1873,1895,12,40.4285271,-3.7062202,160,-3.6766176,40.4571995,640,2020-04-24T08:00:00Z
1874,1896,74,40.4117601,-3.6765768,58,-3.6979458,40.4222601,1063,2020-04-24T08:00:00Z
1875,1897,175,40.3962687,-3.6983033,45,-3.7111381,40.4069486,428,2020-04-24T08:00:00Z
1876,1898,9,40.4156134,-3.7094093,168,-3.6959159,40.4045828,464,2020-04-24T08:00:00Z
1877,1899,43,40.4100889,-3.7025446,160,-3.6766176,40.4571995,1197,2020-04-24T08:00:00Z
1878,1900,135,40.4414845,-3.6928901,45,-3.7111381,40.4069486,601,2020-04-24T08:00:00Z
1879,1901,175,40.3962687,-3.6983033,52,-3.7007838,40.4145181,608,2020-04-24T08:00:00Z
1880,1902,193,40.4325204,-3.665644,198,-3.6915713,40.4331172,509,2020-04-24T08:00:00Z
1881,1903,16,40.4229421,-3.7074955,69,-3.6888669,40.4100609,603,2020-04-24T08:00:00Z
1882,1904,39,40.4112662,-3.7090043,188,-3.6589062,40.4311658,1561,2020-04-24T08:00:00Z
1883,1905,145,40.4297717,-3.671401,208,-3.6886852,40.4665125,607,2020-04-24T08:00:00Z
1884,1906,145,40.4297717,-3.671401,208,-3.6886852,40.4665125,563,2020-04-24T08:00:00Z
1885,1907,219,40.4083961,-3.6467783,178,-3.6788939,40.4030242,661,2020-04-24T08:00:00Z
1886,1908,117,40.4309046,-3.7189152,189,-3.6555431,40.4350206,4400,2020-04-24T08:00:00Z
1887,1909,192,40.431855,-3.6714315,192,-3.6714315,40.431855,11529,2020-04-24T08:00:00Z
1888,1911,175,40.3962687,-3.6983033,2,-3.7056739,40.42058,634,2020-04-24T09:00:00Z
1889,1912,213,40.3889363,-3.7001575,145,-3.671401,40.4297717,360,2020-04-24T09:00:00Z
1890,1913,1,40.4171107,-3.701998,91,-3.6788203,40.4261113,669,2020-04-24T09:00:00Z
1891,1914,82,40.4084793,-3.669683,107,-3.6884243,40.4215952,866,2020-04-24T09:00:00Z
1892,1915,56,40.418484,-3.7032875,77,-3.6707742,40.4063347,771,2020-04-24T09:00:00Z
1893,1916,30,40.4193355,-3.7115428,176,-3.6936302,40.3942411,635,2020-04-24T09:00:00Z
1894,1917,201,40.4387323,-3.7038161,26,-3.6945421,40.4238308,983,2020-04-24T09:00:00Z
1895,1918,58,40.4222601,-3.6979458,200,-3.704671,40.4336617,884,2020-04-24T09:00:00Z
1896,1919,189,40.4350206,-3.6555431,189,-3.6555431,40.4350206,17,2020-04-24T09:00:00Z
1897,1920,189,40.4350206,-3.6555431,189,-3.6555431,40.4350206,93,2020-04-24T09:00:00Z
1898,1921,80,40.4074122,-3.6904816,65,-3.6893825,40.4166859,520,2020-04-24T09:00:00Z
1899,1923,175,40.3962687,-3.6983033,45,-3.7111381,40.4069486,395,2020-04-24T09:00:00Z
1900,1924,152,40.4527163,-3.6989497,112,-3.7248727,40.4326267,446,2020-04-24T09:00:00Z
1901,1925,30,40.4193355,-3.7115428,46,-3.7071178,40.4054496,458,2020-04-24T09:00:00Z
1902,1926,156,40.4592406,-3.6913229,119,-3.6865777,40.4014567,794,2020-04-24T09:00:00Z
1903,1927,178,40.4030242,-3.6788939,136,-3.6908127,40.4452833,277,2020-04-24T09:00:00Z
1904,1928,139,40.4393558,-3.6904495,210,-3.702631,40.4197538,501,2020-04-24T09:00:00Z
1905,1929,129,40.4384684,-3.6982818,175,-3.6983033,40.3962687,669,2020-04-24T09:00:00Z
1906,1930,213,40.3889363,-3.7001575,93,-3.6894124,40.4256984,1356,2020-04-24T09:00:00Z
1907,1931,46,40.4054496,-3.7071178,99,-3.6739638,40.4261048,546,2020-04-24T09:00:00Z
1908,1932,59,40.4254802,-3.7041167,33,-3.7032096,40.4164757,469,2020-04-24T09:00:00Z
1909,1933,31,40.4163446,-3.706625,44,-3.7039138,40.4098162,234,2020-04-24T09:00:00Z
1910,1934,106,40.4248642,-3.6878868,208,-3.6886852,40.4665125,946,2020-04-24T09:00:00Z
1911,1935,99,40.4261048,-3.6739638,162,-3.7107559,40.4035176,455,2020-04-24T09:00:00Z
1912,1936,168,40.4045828,-3.6959159,210,-3.702631,40.4197538,280,2020-04-24T09:00:00Z
1913,1937,37,40.4108606,-3.7141234,52,-3.7007838,40.4145181,1571,2020-04-24T09:00:00Z
1914,1938,91,40.4261113,-3.6788203,53,-3.7007295,40.4082802,402,2020-04-24T09:00:00Z
1915,1940,183,40.4256358,-3.6694506,57,-3.7128181,40.4296363,550,2020-04-24T09:00:00Z
1916,1941,98,40.4241911,-3.6754079,168,-3.6959159,40.4045828,499,2020-04-24T09:00:00Z
1917,1942,185,40.4250682,-3.661533,57,-3.7128181,40.4296363,677,2020-04-24T09:00:00Z
1918,1944,187,40.4301353,-3.6638407,49,-3.6992427,40.4060497,1016,2020-04-24T09:00:00Z
1919,1945,102,40.4211552,-3.6840806,115,-3.7169626,40.4253802,186,2020-04-24T09:00:00Z
1920,1946,186,40.429069,-3.6782783,17,-3.7041859,40.4231675,882,2020-04-24T09:00:00Z
1921,1947,34,40.4144117,-3.7035044,183,-3.6694506,40.4256358,605,2020-04-24T09:00:00Z
1922,1948,189,40.4350206,-3.6555431,118,-3.688135,40.4007959,1212,2020-04-24T09:00:00Z
1923,1949,166,40.4139396,-3.7133382,211,-3.7025369,40.4206168,884,2020-04-24T09:00:00Z
1924,1950,215,40.4296903,-3.6409697,181,-3.67664,40.4181748,1914,2020-04-24T09:00:00Z
1925,1951,187,40.4301353,-3.6638407,151,-3.6952023,40.4488617,1773,2020-04-24T09:00:00Z
1926,1952,14,40.4259913,-3.7133768,153,-3.6930894,40.45235,651,2020-04-24T09:00:00Z
1927,1953,188,40.4311658,-3.6589062,39,-3.7090043,40.4112662,1590,2020-04-24T09:00:00Z
1928,1954,134,40.444027,-3.6955114,198,-3.6915713,40.4331172,1257,2020-04-24T09:00:00Z
1929,1955,48,40.4054473,-3.7020997,189,-3.6555431,40.4350206,621,2020-04-24T09:00:00Z
1930,1956,48,40.4054473,-3.7020997,97,-3.6801515,40.4224846,1147,2020-04-24T09:00:00Z
1931,1957,187,40.4301353,-3.6638407,52,-3.7007838,40.4145181,816,2020-04-24T09:00:00Z
1932,1958,191,40.4346168,-3.6740365,58,-3.6979458,40.4222601,643,2020-04-24T09:00:00Z
1933,1959,175,40.3962687,-3.6983033,89,-3.6751716,40.4272628,989,2020-04-24T09:00:00Z
1934,1960,41,40.412228,-3.6989898,42,-3.6982294,40.4107714,8160,2020-04-24T09:00:00Z
1935,1961,17,40.4231675,-3.7041859,17,-3.7041859,40.4231675,14975,2020-04-24T09:00:00Z
1936,1962,46,40.4054496,-3.7071178,30,-3.7115428,40.4193355,541,2020-04-24T10:00:00Z
1937,1963,63,40.4178926,-3.6706508,63,-3.6706508,40.4178926,740,2020-04-24T10:00:00Z
1938,1964,114,40.4278211,-3.7174151,69,-3.6888669,40.4100609,619,2020-04-24T10:00:00Z
1939,1965,72,40.415721,-3.669623,91,-3.6788203,40.4261113,143,2020-04-24T10:00:00Z
1940,1966,20,40.4191989,-3.6952095,95,-3.6869914,40.4226634,412,2020-04-24T10:00:00Z
1941,1967,57,40.4296363,-3.7128181,183,-3.6694506,40.4256358,334,2020-04-24T10:00:00Z
1942,1968,52,40.4145181,-3.7007838,126,-3.7017424,40.4345672,459,2020-04-24T10:00:00Z
1943,1969,183,40.4256358,-3.6694506,183,-3.6694506,40.4256358,35,2020-04-24T10:00:00Z
1944,1970,176,40.3942411,-3.6936302,183,-3.6694506,40.4256358,471,2020-04-24T10:00:00Z
1945,1971,176,40.3942411,-3.6936302,183,-3.6694506,40.4256358,521,2020-04-24T10:00:00Z
1946,1972,176,40.3942411,-3.6936302,183,-3.6694506,40.4256358,561,2020-04-24T10:00:00Z
1947,1973,176,40.3942411,-3.6936302,183,-3.6694506,40.4256358,623,2020-04-24T10:00:00Z
1948,1974,176,40.3942411,-3.6936302,183,-3.6694506,40.4256358,666,2020-04-24T10:00:00Z
1949,1975,208,40.4665125,-3.6886852,11,-3.7036192,40.4270517,454,2020-04-24T10:00:00Z
1950,1976,58,40.4222601,-3.6979458,94,-3.6907044,40.4233686,762,2020-04-24T10:00:00Z
1951,1977,58,40.4222601,-3.6979458,94,-3.6907044,40.4233686,775,2020-04-24T10:00:00Z
1952,1978,196,40.4440957,-3.6750918,150,-3.690541,40.4491125,1185,2020-04-24T10:00:00Z
1953,1979,57,40.4296363,-3.7128181,185,-3.661533,40.4250682,798,2020-04-24T10:00:00Z
1954,1980,19,40.4218997,-3.6953951,45,-3.7111381,40.4069486,271,2020-04-24T10:00:00Z
1955,1981,14,40.4259913,-3.7133768,131,-3.704022,40.4417543,169,2020-04-24T10:00:00Z
1956,1982,20,40.4191989,-3.6952095,197,-3.6780252,40.4515501,1033,2020-04-24T10:00:00Z
1957,1983,209,40.4656872,-3.6887875,213,-3.7001575,40.3889363,390,2020-04-24T10:00:00Z
1958,1984,30,40.4193355,-3.7115428,170,-3.704403,40.4011039,815,2020-04-24T10:00:00Z
1959,1985,159,40.4542549,-3.6837348,90,-3.6835613,40.4250791,1672,2020-04-24T10:00:00Z
1960,1986,167,40.4137331,-3.7176456,143,-3.6782355,40.434616,452,2020-04-24T10:00:00Z
1961,1987,36,40.4168229,-3.711764,5,-3.7020743,40.428362,466,2020-04-24T10:00:00Z
1962,1988,62,40.4212986,-3.6724223,159,-3.6837348,40.4542549,1520,2020-04-24T10:00:00Z
1963,1989,178,40.4030242,-3.6788939,59,-3.7041167,40.4254802,937,2020-04-24T10:00:00Z
1964,1990,159,40.4542549,-3.6837348,159,-3.6837348,40.4542549,3,2020-04-24T10:00:00Z
1965,1991,139,40.4393558,-3.6904495,59,-3.7041167,40.4254802,770,2020-04-24T10:00:00Z
1966,1992,94,40.4233686,-3.6907044,9,-3.7094093,40.4156134,492,2020-04-24T10:00:00Z
1967,1993,91,40.4261113,-3.6788203,72,-3.669623,40.415721,1210,2020-04-24T10:00:00Z
1968,1994,185,40.4250682,-3.661533,31,-3.706625,40.4163446,599,2020-04-24T10:00:00Z
1969,1995,131,40.4417543,-3.704022,14,-3.7133768,40.4259913,191,2020-04-24T10:00:00Z
1970,1996,10,40.4254027,-3.6920816,190,-3.6834711,40.4343761,1375,2020-04-24T10:00:00Z
1971,1997,181,40.4181748,-3.67664,48,-3.7020997,40.4054473,416,2020-04-24T10:00:00Z
1972,1998,123,40.4306386,-3.7134685,160,-3.6766176,40.4571995,561,2020-04-24T10:00:00Z
1973,1999,197,40.4515501,-3.6780252,158,-3.6847049,40.45862,984,2020-04-24T10:00:00Z
1974,2000,210,40.4197538,-3.702631,168,-3.6959159,40.4045828,465,2020-04-24T10:00:00Z
1975,2001,93,40.4256984,-3.6894124,169,-3.713846,40.401578,490,2020-04-24T10:00:00Z
1976,2002,59,40.4254802,-3.7041167,218,-3.6573999,40.4105519,822,2020-04-24T10:00:00Z
1977,2003,59,40.4254802,-3.7041167,218,-3.6573999,40.4105519,842,2020-04-24T10:00:00Z
1978,2004,59,40.4254802,-3.7041167,218,-3.6573999,40.4105519,837,2020-04-24T10:00:00Z
1979,2005,59,40.4254802,-3.7041167,218,-3.6573999,40.4105519,857,2020-04-24T10:00:00Z
1980,2006,59,40.4254802,-3.7041167,218,-3.6573999,40.4105519,994,2020-04-24T10:00:00Z
1981,2007,59,40.4254802,-3.7041167,218,-3.6573999,40.4105519,1019,2020-04-24T10:00:00Z
1982,2008,59,40.4254802,-3.7041167,218,-3.6573999,40.4105519,1024,2020-04-24T10:00:00Z
1983,2009,40,40.4137865,-3.7047463,157,-3.6893305,40.459282,1146,2020-04-24T10:00:00Z
1984,2010,211,40.4206168,-3.7025369,9,-3.7094093,40.4156134,681,2020-04-24T10:00:00Z
1985,2011,113,40.4277472,-3.7207145,94,-3.6907044,40.4233686,1150,2020-04-24T10:00:00Z
1986,2012,145,40.4297717,-3.671401,187,-3.6638407,40.4301353,1831,2020-04-24T10:00:00Z
1987,2013,67,40.410829,-3.6931349,94,-3.6907044,40.4233686,382,2020-04-24T10:00:00Z
1988,2014,67,40.410829,-3.6931349,94,-3.6907044,40.4233686,391,2020-04-24T10:00:00Z
1989,2015,77,40.4063347,-3.6707742,38,-3.7114443,40.4112961,647,2020-04-24T10:00:00Z
1990,2016,90,40.4250878,-3.6837297,81,-3.6919663,40.4095758,776,2020-04-24T10:00:00Z
1991,2017,8,40.4277143,-3.6953067,114,-3.7174151,40.4278211,1427,2020-04-24T10:00:00Z
1992,2018,57,40.4296363,-3.7128181,1,-3.7015636,40.4172132,330,2020-04-24T10:00:00Z
1993,2019,147,40.4483353,-3.6795811,214,-3.6569597,40.4434012,523,2020-04-24T10:00:00Z
1994,2020,206,40.4607994,-3.6990499,58,-3.6979458,40.4222601,363,2020-04-24T10:00:00Z
1995,2021,20,40.4191989,-3.6952095,149,-3.6878512,40.4498448,582,2020-04-24T10:00:00Z
1996,2022,183,40.4256358,-3.6694506,34,-3.7035044,40.4144117,991,2020-04-24T10:00:00Z
1997,2023,152,40.4527163,-3.6989497,2,-3.7056739,40.42058,1441,2020-04-24T10:00:00Z
1998,2024,208,40.4665125,-3.6886852,208,-3.6886852,40.4665125,1198,2020-04-24T10:00:00Z
1999,2025,74,40.4117601,-3.6765768,75,-3.6784149,40.4083387,2899,2020-04-24T10:00:00Z
2000,2026,194,40.4371986,-3.6771947,211,-3.7025369,40.4206168,1544,2020-04-24T10:00:00Z
2001,2027,13,40.4273652,-3.7104727,185,-3.661533,40.4250682,1096,2020-04-24T10:00:00Z
2002,2028,55,40.4240716,-3.7019295,114,-3.7174151,40.4278211,953,2020-04-24T10:00:00Z
2003,2029,148,40.4510203,-3.6816993,185,-3.661533,40.4250682,1420,2020-04-24T10:00:00Z
2004,2030,147,40.4483353,-3.6795811,208,-3.6886852,40.4665125,1476,2020-04-24T10:00:00Z
2005,2031,143,40.434616,-3.6782355,182,-3.6655023,40.4187145,1371,2020-04-24T10:00:00Z
2006,2032,187,40.4301353,-3.6638407,187,-3.6638407,40.4301353,3156,2020-04-24T10:00:00Z
2007,2033,74,40.4117601,-3.6765768,74,-3.6765768,40.4117601,6070,2020-04-24T10:00:00Z
2008,2034,146,40.4442406,-3.67879,17,-3.7041859,40.4231675,12579,2020-04-24T10:00:00Z
2009,2035,58,40.4222601,-3.6979458,164,-3.6944851,40.3971366,349,2020-04-24T11:00:00Z
2010,2036,93,40.4256984,-3.6894124,213,-3.7001575,40.3889363,706,2020-04-24T11:00:00Z
2011,2037,199,40.4343244,-3.7148406,168,-3.6959159,40.4045828,648,2020-04-24T11:00:00Z
2012,2038,208,40.4665125,-3.6886852,207,-3.6973991,40.4630291,182,2020-04-24T11:00:00Z
2013,2039,10,40.4254027,-3.6920816,35,-3.7103676,40.4141792,563,2020-04-24T11:00:00Z
2014,2040,101,40.4231223,-3.6694246,6,-3.6984093,40.4241633,671,2020-04-24T11:00:00Z
2015,2041,173,40.3981757,-3.7023615,170,-3.704403,40.4011039,866,2020-04-24T11:00:00Z
2016,2042,76,40.4072851,-3.6751544,157,-3.6893305,40.459282,965,2020-04-24T11:00:00Z
2017,2043,92,40.4262237,-3.6864821,48,-3.7020997,40.4054473,1008,2020-04-24T11:00:00Z
2018,2044,79,40.4050482,-3.6805524,90,-3.6835613,40.4250791,1516,2020-04-24T11:00:00Z
2019,2045,132,40.4463889,-3.7035911,34,-3.7035044,40.4144117,508,2020-04-24T11:00:00Z
2020,2046,10,40.4254027,-3.6920816,43,-3.7025446,40.4100889,150,2020-04-24T11:00:00Z
2021,2047,35,40.4141792,-3.7103676,53,-3.7007295,40.4082802,488,2020-04-24T11:00:00Z
2022,2048,93,40.4256984,-3.6894124,113,-3.7207145,40.4277472,375,2020-04-24T11:00:00Z
2023,2049,46,40.4054496,-3.7071178,210,-3.702631,40.4197538,1099,2020-04-24T11:00:00Z
2024,2050,95,40.4226634,-3.6869914,62,-3.6724223,40.4212986,367,2020-04-24T11:00:00Z
2025,2051,172,40.4008683,-3.6935448,169,-3.713846,40.401578,782,2020-04-24T11:00:00Z
2026,2052,160,40.4571995,-3.6766176,123,-3.7134685,40.4306386,1197,2020-04-24T11:00:00Z
2027,2053,112,40.4326267,-3.7248727,45,-3.7111381,40.4069486,416,2020-04-24T11:00:00Z
2028,2054,52,40.4145181,-3.7007838,101,-3.6694246,40.4231223,771,2020-04-24T11:00:00Z
2029,2055,160,40.4571995,-3.6766176,124,-3.6993182,40.4308173,364,2020-04-24T11:00:00Z
2030,2056,110,40.4347654,-3.7201316,50,-3.69322,40.4083102,710,2020-04-24T11:00:00Z
2031,2057,125,40.4353128,-3.6948316,65,-3.6893825,40.4166859,863,2020-04-24T11:00:00Z
2032,2058,157,40.459282,-3.6893305,112,-3.7248727,40.4326267,1349,2020-04-24T11:00:00Z
2033,2059,175,40.3962687,-3.6983033,129,-3.6982818,40.4384684,610,2020-04-24T11:00:00Z
2034,2060,74,40.4117601,-3.6765768,63,-3.6706508,40.4178926,891,2020-04-24T11:00:00Z
2035,2061,1,40.4171107,-3.701998,189,-3.6555431,40.4350206,650,2020-04-24T11:00:00Z
2036,2062,168,40.4045828,-3.6959159,53,-3.7007295,40.4082802,838,2020-04-24T11:00:00Z
2037,2063,58,40.4222601,-3.6979458,157,-3.6893305,40.459282,450,2020-04-24T11:00:00Z
2038,2064,63,40.4178926,-3.6706508,18,-3.6995679,40.4209206,1142,2020-04-24T11:00:00Z
2039,2065,69,40.4100609,-3.6888669,204,-3.7041702,40.4476606,884,2020-04-24T11:00:00Z
2040,2066,43,40.4100889,-3.7025446,14,-3.7133768,40.4259913,530,2020-04-24T11:00:00Z
2041,2067,55,40.4240716,-3.7019295,163,-3.7064372,40.4036349,867,2020-04-24T11:00:00Z
2042,2068,94,40.4233686,-3.6907044,191,-3.6740365,40.4346168,501,2020-04-24T11:00:00Z
2043,2069,194,40.4371986,-3.6771947,144,-3.6754628,40.4323192,824,2020-04-24T11:00:00Z
2044,2070,128,40.4390329,-3.7155506,51,-3.6935934,40.4077234,264,2020-04-24T11:00:00Z
2045,2071,25,40.4173416,-3.7059978,178,-3.6788939,40.4030242,1587,2020-04-24T11:00:00Z
2046,2073,56,40.418484,-3.7032875,102,-3.6840806,40.4211552,368,2020-04-24T11:00:00Z
2047,2074,53,40.4082802,-3.7007295,201,-3.7038161,40.4387323,1330,2020-04-24T11:00:00Z
2048,2075,17,40.4231675,-3.7041859,186,-3.6782783,40.429069,1352,2020-04-24T11:00:00Z
2049,2076,34,40.4144117,-3.7035044,34,-3.7035044,40.4144117,1886,2020-04-24T11:00:00Z
2050,2077,195,40.4392483,-3.6754913,195,-3.6754913,40.4392483,2011,2020-04-24T11:00:00Z
2051,2078,207,40.4630291,-3.6973991,81,-3.6919663,40.4095758,1418,2020-04-24T11:00:00Z
2052,2079,94,40.4233686,-3.6907044,147,-3.6795811,40.4483353,734,2020-04-24T11:00:00Z
2053,2080,17,40.4231675,-3.7041859,58,-3.6979458,40.4222601,213,2020-04-24T11:00:00Z
2054,2081,9,40.4156134,-3.7094093,127,-3.7083987,40.4339055,825,2020-04-24T11:00:00Z
2055,2082,160,40.4571995,-3.6766176,139,-3.6904495,40.4393558,965,2020-04-24T11:00:00Z
2056,2083,204,40.4476606,-3.7041702,216,-3.7288948,40.4140528,756,2020-04-24T11:00:00Z
2057,2084,37,40.4108606,-3.7141234,52,-3.7007838,40.4145181,350,2020-04-24T11:00:00Z
2058,2085,34,40.4144117,-3.7035044,132,-3.7035911,40.4463889,578,2020-04-24T11:00:00Z
2059,2086,52,40.4145181,-3.7007838,77,-3.6707742,40.4063347,861,2020-04-24T11:00:00Z
2060,2087,189,40.4350206,-3.6555431,46,-3.7071178,40.4054496,582,2020-04-24T11:00:00Z
2061,2088,13,40.4273652,-3.7104727,94,-3.6907044,40.4233686,861,2020-04-24T11:00:00Z
2062,2089,6,40.4241633,-3.6984093,172,-3.6935448,40.4008683,1131,2020-04-24T11:00:00Z
2063,2090,122,40.429524,-3.6962626,122,-3.6962626,40.429524,1152,2020-04-24T11:00:00Z
2064,2091,61,40.4214379,-3.675206,189,-3.6555431,40.4350206,875,2020-04-24T11:00:00Z
2065,2092,208,40.4665125,-3.6886852,208,-3.6886852,40.4665125,3216,2020-04-24T11:00:00Z
2066,2093,41,40.412228,-3.6989898,108,-3.670653,40.4274425,830,2020-04-24T11:00:00Z
2067,2094,163,40.4036349,-3.7064372,51,-3.6935934,40.4077234,985,2020-04-24T11:00:00Z
2068,2095,211,40.4206168,-3.7025369,96,-3.6820471,40.4220516,1414,2020-04-24T11:00:00Z
2069,2096,136,40.4452833,-3.6908127,162,-3.7107559,40.4035176,1064,2020-04-24T11:00:00Z
2070,2097,182,40.4187145,-3.6655023,67,-3.6931349,40.410829,1466,2020-04-24T11:00:00Z
2071,2098,212,40.3981605,-3.7165313,212,-3.7165313,40.3981605,2895,2020-04-24T11:00:00Z
2072,2099,134,40.444027,-3.6955114,50,-3.69322,40.4083102,5698,2020-04-24T11:00:00Z
2073,2100,175,40.3962687,-3.6983033,132,-3.7035911,40.4463889,393,2020-04-24T12:00:00Z
2074,2101,46,40.4054496,-3.7071178,183,-3.6694506,40.4256358,457,2020-04-24T12:00:00Z
2075,2102,38,40.4112961,-3.7114443,8,-3.6953067,40.4277143,402,2020-04-24T12:00:00Z
2076,2103,168,40.4045828,-3.6959159,212,-3.7165313,40.3981605,524,2020-04-24T12:00:00Z
2077,2104,94,40.4233686,-3.6907044,8,-3.6953067,40.4277143,470,2020-04-24T12:00:00Z
2078,2105,196,40.4440957,-3.6750918,94,-3.6907044,40.4233686,450,2020-04-24T12:00:00Z
2079,2106,45,40.4069486,-3.7111381,174,-3.7063771,40.397417,255,2020-04-24T12:00:00Z
2080,2107,95,40.4226634,-3.6869914,67,-3.6931349,40.410829,509,2020-04-24T12:00:00Z
2081,2108,83,40.4132589,-3.6745339,166,-3.7133382,40.4139396,780,2020-04-24T12:00:00Z
2082,2109,200,40.4336617,-3.704671,152,-3.6989497,40.4527163,561,2020-04-24T12:00:00Z
2083,2110,110,40.4347654,-3.7201316,45,-3.7111381,40.4069486,523,2020-04-24T12:00:00Z
2084,2111,210,40.4197538,-3.702631,154,-3.6946736,40.4547769,372,2020-04-24T12:00:00Z
2085,2112,84,40.4033695,-3.6726923,143,-3.6782355,40.434616,978,2020-04-24T12:00:00Z
2086,2113,202,40.4411686,-3.7080969,151,-3.6952023,40.4488617,433,2020-04-24T12:00:00Z
2087,2114,107,40.4215952,-3.6884243,120,-3.6947791,40.4030362,1009,2020-04-24T12:00:00Z
2088,2115,113,40.4277472,-3.7207145,79,-3.6805524,40.4050482,388,2020-04-24T12:00:00Z
2089,2116,31,40.4163446,-3.706625,107,-3.6884243,40.4215952,513,2020-04-24T12:00:00Z
2090,2118,28,40.4180695,-3.6983662,41,-3.6989898,40.412228,211,2020-04-24T12:00:00Z
2091,2119,218,40.4105519,-3.6573999,213,-3.7001575,40.3889363,1220,2020-04-24T12:00:00Z
2092,2120,109,40.4301281,-3.6815253,53,-3.7007295,40.4082802,618,2020-04-24T12:00:00Z
2093,2121,133,40.4471673,-3.7000292,178,-3.6788939,40.4030242,135,2020-04-24T12:00:00Z
2094,2122,107,40.4215952,-3.6884243,74,-3.6765768,40.4117601,1099,2020-04-24T12:00:00Z
2095,2123,112,40.4326267,-3.7248727,152,-3.6989497,40.4527163,641,2020-04-24T12:00:00Z
2096,2124,74,40.4117601,-3.6765768,131,-3.704022,40.4417543,1116,2020-04-24T12:00:00Z
2097,2125,147,40.4483353,-3.6795811,125,-3.6948316,40.4353128,789,2020-04-24T12:00:00Z
2098,2126,75,40.4083387,-3.6784149,84,-3.6726923,40.4033695,512,2020-04-24T12:00:00Z
2099,2127,148,40.4510203,-3.6816993,208,-3.6886852,40.4665125,1117,2020-04-24T12:00:00Z
2100,2128,31,40.4163446,-3.706625,31,-3.706625,40.4163446,1146,2020-04-24T12:00:00Z
2101,2129,186,40.429069,-3.6782783,65,-3.6893825,40.4166859,623,2020-04-24T12:00:00Z
2102,2130,149,40.4498448,-3.6878512,196,-3.6750918,40.4440957,1231,2020-04-24T12:00:00Z
2103,2131,30,40.4193355,-3.7115428,201,-3.7038161,40.4387323,848,2020-04-24T12:00:00Z
2104,2132,106,40.4248642,-3.6878868,75,-3.6784149,40.4083387,371,2020-04-24T12:00:00Z
2105,2133,57,40.4296363,-3.7128181,34,-3.7035044,40.4144117,581,2020-04-24T12:00:00Z
2106,2134,52,40.4145181,-3.7007838,10,-3.6920816,40.4254027,1159,2020-04-24T12:00:00Z
2107,2135,164,40.3971366,-3.6944851,8,-3.6953067,40.4277143,468,2020-04-24T12:00:00Z
2108,2136,60,40.4194508,-3.6881994,177,-3.694087,40.3915019,520,2020-04-24T12:00:00Z
2109,2137,172,40.4008683,-3.6935448,4,-3.7026739,40.4285905,1049,2020-04-24T12:00:00Z
2110,2138,198,40.4331172,-3.6915713,168,-3.6959159,40.4045828,912,2020-04-24T12:00:00Z
2111,2139,8,40.4277143,-3.6953067,72,-3.669623,40.415721,448,2020-04-24T12:00:00Z
2112,2140,164,40.3971366,-3.6944851,129,-3.6982818,40.4384684,957,2020-04-24T12:00:00Z
2113,2141,76,40.4072851,-3.6751544,162,-3.7107559,40.4035176,889,2020-04-24T12:00:00Z
2114,2142,93,40.4256984,-3.6894124,121,-3.6986046,40.4018356,1065,2020-04-24T12:00:00Z
2115,2143,18,40.4209206,-3.6995679,203,-3.7144239,40.4417547,1301,2020-04-24T12:00:00Z
2116,2144,161,40.4221372,-3.7220624,207,-3.6973991,40.4630291,503,2020-04-24T12:00:00Z
2117,2145,148,40.4510203,-3.6816993,105,-3.6874745,40.4270684,1222,2020-04-24T12:00:00Z
2118,2147,20,40.4191989,-3.6952095,145,-3.671401,40.4297717,778,2020-04-24T12:00:00Z
2119,2148,200,40.4336617,-3.704671,59,-3.7041167,40.4254802,1782,2020-04-24T12:00:00Z
2120,2149,134,40.444027,-3.6955114,17,-3.7041859,40.4231675,534,2020-04-24T12:00:00Z
2121,2150,154,40.4547769,-3.6946736,49,-3.6992427,40.4060497,1202,2020-04-24T12:00:00Z
2122,2151,97,40.4224846,-3.6801515,131,-3.704022,40.4417543,764,2020-04-24T12:00:00Z
2123,2152,38,40.4112961,-3.7114443,175,-3.6983033,40.3962687,246,2020-04-24T12:00:00Z
2124,2153,97,40.4224846,-3.6801515,157,-3.6893305,40.459282,565,2020-04-24T12:00:00Z
2125,2154,126,40.4345672,-3.7017424,166,-3.7133382,40.4139396,1099,2020-04-24T12:00:00Z
2126,2155,107,40.4215952,-3.6884243,31,-3.706625,40.4163446,352,2020-04-24T12:00:00Z
2127,2156,124,40.4308173,-3.6993182,43,-3.7025446,40.4100889,650,2020-04-24T12:00:00Z
2128,2157,214,40.4434012,-3.6569597,132,-3.7035911,40.4463889,1249,2020-04-24T12:00:00Z
2129,2158,128,40.4390329,-3.7155506,67,-3.6931349,40.410829,803,2020-04-24T12:00:00Z
2130,2160,214,40.4434012,-3.6569597,211,-3.7025369,40.4206168,551,2020-04-24T12:00:00Z
2131,2161,129,40.4384684,-3.6982818,41,-3.6989898,40.412228,502,2020-04-24T12:00:00Z
2132,2162,74,40.4117601,-3.6765768,62,-3.6724223,40.4212986,569,2020-04-24T12:00:00Z
2133,2163,122,40.429524,-3.6962626,189,-3.6555431,40.4350206,1554,2020-04-24T12:00:00Z
