,start_station,end_station,size,Unnamed: 0,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index
0,9,149,151,6951,40.4156134,-3.7094093,-3.6878512,40.4498448,859,2021-05-01T18:00:00Z,6951
1,9,149,151,6952,40.4156134,-3.7094093,-3.6878512,40.4498448,862,2021-05-01T18:00:00Z,6952
2,9,149,151,12499,40.4156134,-3.7094093,-3.6878512,40.4498448,758,2021-05-02T12:00:00Z,12499
3,9,149,151,18113,40.4156134,-3.7094093,-3.6878512,40.4498448,646,2021-05-02T21:00:00Z,18113
4,9,149,151,20108,40.4156134,-3.7094093,-3.6878512,40.4498448,554,2021-05-03T10:00:00Z,20108
5,9,149,151,21973,40.4156134,-3.7094093,-3.6878512,40.4498448,414,2021-05-03T13:00:00Z,21973
6,9,149,151,22550,40.4156134,-3.7094093,-3.6878512,40.4498448,788,2021-05-03T14:00:00Z,22550
7,9,149,151,22551,40.4156134,-3.7094093,-3.6878512,40.4498448,702,2021-05-03T14:00:00Z,22551
8,9,149,151,24225,40.4156134,-3.7094093,-3.6878512,40.4498448,749,2021-05-03T17:00:00Z,24225
9,9,149,151,25907,40.4156134,-3.7094093,-3.6878512,40.4498448,736,2021-05-03T20:00:00Z,25907
10,9,149,151,29200,40.4156134,-3.7094093,-3.6878512,40.4498448,663,2021-05-04T08:00:00Z,29200
11,9,149,151,31849,40.4156134,-3.7094093,-3.6878512,40.4498448,609,2021-05-04T12:00:00Z,31849
12,9,149,151,33435,40.4156134,-3.7094093,-3.6878512,40.4498448,459,2021-05-04T14:00:00Z,33435
13,9,149,151,34605,40.4156134,-3.7094093,-3.6878512,40.4498448,703,2021-05-04T15:00:00Z,34605
14,9,149,151,35708,40.4156134,-3.7094093,-3.6878512,40.4498448,522,2021-05-04T16:00:00Z,35708
15,9,149,151,35825,40.4156134,-3.7094093,-3.6878512,40.4498448,670,2021-05-04T16:00:00Z,35825
16,9,149,151,36217,40.4156134,-3.7094093,-3.6878512,40.4498448,598,2021-05-04T17:00:00Z,36217
17,9,149,151,36672,40.4156134,-3.7094093,-3.6878512,40.4498448,461,2021-05-04T17:00:00Z,36672
18,9,149,151,38054,40.4156134,-3.7094093,-3.6878512,40.4498448,557,2021-05-04T19:00:00Z,38054
19,9,149,151,40149,40.4156134,-3.7094093,-3.6878512,40.4498448,605,2021-05-05T05:00:00Z,40149
20,9,149,151,41252,40.4156134,-3.7094093,-3.6878512,40.4498448,604,2021-05-05T07:00:00Z,41252
21,9,149,151,44636,40.4156134,-3.7094093,-3.6878512,40.4498448,566,2021-05-05T12:00:00Z,44636
22,9,149,151,46555,40.4156134,-3.7094093,-3.6878512,40.4498448,474,2021-05-05T14:00:00Z,46555
23,9,149,151,47552,40.4156134,-3.7094093,-3.6878512,40.4498448,764,2021-05-05T15:00:00Z,47552
24,9,149,151,50116,40.4156134,-3.7094093,-3.6878512,40.4498448,627,2021-05-05T17:00:00Z,50116
25,9,149,151,51480,40.4156134,-3.7094093,-3.6878512,40.4498448,584,2021-05-05T18:00:00Z,51480
26,9,149,151,51584,40.4156134,-3.7094093,-3.6878512,40.4498448,743,2021-05-05T18:00:00Z,51584
27,9,149,151,54306,40.4156134,-3.7094093,-3.6878512,40.4498448,638,2021-05-06T05:00:00Z,54306
28,9,149,151,56526,40.4156134,-3.7094093,-3.6878512,40.4498448,476,2021-05-06T08:00:00Z,56526
29,9,149,151,58303,40.4156134,-3.7094093,-3.6878512,40.4498448,834,2021-05-06T10:00:00Z,58303
30,9,149,151,62426,40.4156134,-3.7094093,-3.6878512,40.4498448,563,2021-05-06T15:00:00Z,62426
31,9,149,151,64944,40.4156134,-3.7094093,-3.6878512,40.4498448,687,2021-05-06T17:00:00Z,64944
32,9,149,151,65423,40.4156134,-3.7094093,-3.6878512,40.4498448,740,2021-05-06T17:00:00Z,65423
33,9,149,151,65681,40.4156134,-3.7094093,-3.6878512,40.4498448,1067,2021-05-06T17:00:00Z,65681
34,9,149,151,67488,40.4156134,-3.7094093,-3.6878512,40.4498448,605,2021-05-06T19:00:00Z,67488
35,9,149,151,71776,40.4156134,-3.7094093,-3.6878512,40.4498448,537,2021-05-07T08:00:00Z,71776
36,9,149,151,72957,40.4156134,-3.7094093,-3.6878512,40.4498448,949,2021-05-07T10:00:00Z,72957
37,9,149,151,74384,40.4156134,-3.7094093,-3.6878512,40.4498448,552,2021-05-07T12:00:00Z,74384
38,9,149,151,76128,40.4156134,-3.7094093,-3.6878512,40.4498448,579,2021-05-07T13:00:00Z,76128
39,9,149,151,80763,40.4156134,-3.7094093,-3.6878512,40.4498448,609,2021-05-07T17:00:00Z,80763
40,9,149,151,81907,40.4156134,-3.7094093,-3.6878512,40.4498448,968,2021-05-07T18:00:00Z,81907
41,9,149,151,83039,40.4156134,-3.7094093,-3.6878512,40.4498448,662,2021-05-07T19:00:00Z,83039
42,9,149,151,86964,40.4156134,-3.7094093,-3.6878512,40.4498448,626,2021-05-08T09:00:00Z,86964
43,9,149,151,90287,40.4156134,-3.7094093,-3.6878512,40.4498448,9385,2021-05-08T10:00:00Z,90287
44,9,149,151,93580,40.4156134,-3.7094093,-3.6878512,40.4498448,994,2021-05-08T17:00:00Z,93580
45,9,149,151,93584,40.4156134,-3.7094093,-3.6878512,40.4498448,905,2021-05-08T17:00:00Z,93584
46,9,149,151,95339,40.4156134,-3.7094093,-3.6878512,40.4498448,599,2021-05-08T19:00:00Z,95339
47,9,149,151,96892,40.4156134,-3.7094093,-3.6878512,40.4498448,655,2021-05-08T21:00:00Z,96892
48,9,149,151,100341,40.4156134,-3.7094093,-3.6878512,40.4498448,579,2021-05-09T11:00:00Z,100341
49,9,149,151,103537,40.4156134,-3.7094093,-3.6878512,40.4498448,2364,2021-05-09T20:00:00Z,103537
50,9,149,151,104534,40.4156134,-3.7094093,-3.6878512,40.4498448,692,2021-05-10T06:00:00Z,104534
51,9,149,151,105234,40.4156134,-3.7094093,-3.6878512,40.4498448,655,2021-05-10T06:00:00Z,105234
52,9,149,151,106584,40.4156134,-3.7094093,-3.6878512,40.4498448,631,2021-05-10T08:00:00Z,106584
53,9,149,151,108111,40.4156134,-3.7094093,-3.6878512,40.4498448,572,2021-05-10T12:00:00Z,108111
54,9,149,151,113630,40.4156134,-3.7094093,-3.6878512,40.4498448,535,2021-05-10T18:00:00Z,113630
55,9,149,151,113941,40.4156134,-3.7094093,-3.6878512,40.4498448,552,2021-05-10T18:00:00Z,113941
56,9,149,151,115823,40.4156134,-3.7094093,-3.6878512,40.4498448,617,2021-05-11T05:00:00Z,115823
57,9,149,151,117795,40.4156134,-3.7094093,-3.6878512,40.4498448,472,2021-05-11T08:00:00Z,117795
58,9,149,151,118231,40.4156134,-3.7094093,-3.6878512,40.4498448,663,2021-05-11T09:00:00Z,118231
