,start_station,end_station,size,Unnamed: 0,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index
0,42,132,95,827,40.4107714,-3.6982294,-3.7035911,40.4463889,528,2021-02-01T07:00:00Z,827
1,42,132,95,1435,40.4107714,-3.6982294,-3.7035911,40.4463889,508,2021-02-01T08:00:00Z,1435
2,42,132,95,5334,40.4107714,-3.6982294,-3.7035911,40.4463889,328,2021-02-18T23:00:00Z,5334
3,42,132,95,8129,40.4107714,-3.6982294,-3.7035911,40.4463889,571,2021-02-03T08:00:00Z,8129
4,42,132,95,13104,40.4107714,-3.6982294,-3.7035911,40.4463889,1104,2021-02-20T10:00:00Z,13104
5,42,132,95,15095,40.4107714,-3.6982294,-3.7035911,40.4463889,360,2021-02-20T23:00:00Z,15095
6,42,132,95,19311,40.4107714,-3.6982294,-3.7035911,40.4463889,369,2021-02-24T22:00:00Z,19311
7,42,132,95,19665,40.4107714,-3.6982294,-3.7035911,40.4463889,2699,2021-02-01T17:00:00Z,19665
8,42,132,95,19826,40.4107714,-3.6982294,-3.7035911,40.4463889,433,2021-02-03T21:00:00Z,19826
9,42,132,95,21804,40.4107714,-3.6982294,-3.7035911,40.4463889,348,2021-02-03T20:00:00Z,21804
10,42,132,95,23478,40.4107714,-3.6982294,-3.7035911,40.4463889,1927,2021-02-28T08:00:00Z,23478
11,42,132,95,25832,40.4107714,-3.6982294,-3.7035911,40.4463889,519,2021-02-09T20:00:00Z,25832
12,42,132,95,27945,40.4107714,-3.6982294,-3.7035911,40.4463889,355,2021-02-12T21:00:00Z,27945
13,42,132,95,36551,40.4107714,-3.6982294,-3.7035911,40.4463889,595,2021-02-26T08:00:00Z,36551
14,42,132,95,37311,40.4107714,-3.6982294,-3.7035911,40.4463889,397,2021-02-10T22:00:00Z,37311
15,42,132,95,41073,40.4107714,-3.6982294,-3.7035911,40.4463889,1029,2021-02-07T13:00:00Z,41073
16,42,132,95,42740,40.4107714,-3.6982294,-3.7035911,40.4463889,555,2021-02-04T07:00:00Z,42740
17,42,132,95,45531,40.4107714,-3.6982294,-3.7035911,40.4463889,1144,2021-02-17T18:00:00Z,45531
18,42,132,95,47191,40.4107714,-3.6982294,-3.7035911,40.4463889,457,2021-02-12T19:00:00Z,47191
19,42,132,95,55425,40.4107714,-3.6982294,-3.7035911,40.4463889,1739,2021-02-20T12:00:00Z,55425
20,42,132,95,56233,40.4107714,-3.6982294,-3.7035911,40.4463889,658,2021-02-03T07:00:00Z,56233
